INFO  2021-08-09 13:25:23,157 MappingDataService::? - GetMappingList : MethodStart
INFO  2021-08-09 13:25:24,234 MappingDataService::? - GetMappingList : MethodFinish
INFO  2021-08-09 13:39:33,343 MappingDataService::? - GetMappingList : MethodStart
INFO  2021-08-09 13:39:34,168 MappingDataService::? - GetMappingList : MethodFinish
INFO  2021-08-09 13:42:59,959 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2021-08-09 13:42:59,992 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2021-08-09 13:43:00,039 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2021-08-09 13:43:00,108 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2021-08-09 13:43:00,140 MappingDataService::? - GetSpecimenMappingListWithModel : MethodStart
INFO  2021-08-09 13:43:00,186 MappingDataService::? - GetSpecimenMappingListWithModel : MethodFinish
INFO  2021-08-09 13:43:00,210 MappingDataService::? - GetOrganismMappingListWithModel : MethodStart
INFO  2021-08-09 13:43:00,281 MappingDataService::? - GetOrganismMappingListWithModel : MethodFinish
INFO  2021-08-09 13:43:00,301 MappingDataService::? - GetWardTypeMappingListWithModel : MethodStart
INFO  2021-08-09 13:43:00,313 MappingDataService::? - GetWardTypeMappingListWithModel : MethodFinish
INFO  2021-08-09 13:43:04,360 MappingDataService::? - GetMappingList : MethodStart
INFO  2021-08-09 13:43:04,371 MappingDataService::? - GetMappingList : MethodFinish
INFO  2021-08-09 13:43:05,771 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2021-08-09 13:43:05,778 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2021-08-09 13:43:05,800 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2021-08-09 13:43:05,808 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2021-08-09 13:43:05,827 MappingDataService::? - GetSpecimenMappingListWithModel : MethodStart
INFO  2021-08-09 13:43:05,842 MappingDataService::? - GetSpecimenMappingListWithModel : MethodFinish
INFO  2021-08-09 13:43:05,860 MappingDataService::? - GetOrganismMappingListWithModel : MethodStart
INFO  2021-08-09 13:43:05,875 MappingDataService::? - GetOrganismMappingListWithModel : MethodFinish
INFO  2021-08-09 13:43:05,891 MappingDataService::? - GetWardTypeMappingListWithModel : MethodStart
INFO  2021-08-09 13:43:05,894 MappingDataService::? - GetWardTypeMappingListWithModel : MethodFinish
INFO  2021-08-09 13:43:08,941 MappingDataService::? - GetMappingList : MethodStart
INFO  2021-08-09 13:43:08,949 MappingDataService::? - GetMappingList : MethodFinish
INFO  2021-08-09 13:43:10,717 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2021-08-09 13:43:10,722 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2021-08-09 13:43:10,741 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2021-08-09 13:43:10,746 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2021-08-09 13:43:10,762 MappingDataService::? - GetSpecimenMappingListWithModel : MethodStart
