INFO  2021-08-02 13:13:27,858 MappingDataService::? - GetMappingList : MethodStart
INFO  2021-08-02 13:13:28,967 MappingDataService::? - GetMappingList : MethodFinish
INFO  2021-08-02 13:17:05,693 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2021-08-02 13:17:05,720 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2021-08-02 13:17:05,762 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2021-08-02 13:17:05,819 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2021-08-02 13:17:05,842 MappingDataService::? - GetSpecimenMappingListWithModel : MethodStart
INFO  2021-08-02 13:17:05,887 MappingDataService::? - GetSpecimenMappingListWithModel : MethodFinish
INFO  2021-08-02 13:17:05,909 MappingDataService::? - GetOrganismMappingListWithModel : MethodStart
INFO  2021-08-02 13:17:05,986 MappingDataService::? - GetOrganismMappingListWithModel : MethodFinish
INFO  2021-08-02 13:17:06,013 MappingDataService::? - GetWardTypeMappingListWithModel : MethodStart
INFO  2021-08-02 13:17:06,032 MappingDataService::? - GetWardTypeMappingListWithModel : MethodFinish
INFO  2021-08-02 13:17:58,191 MappingDataService::? - GetMappingList : MethodStart
INFO  2021-08-02 13:17:58,205 MappingDataService::? - GetMappingList : MethodFinish
INFO  2021-08-02 13:18:01,801 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2021-08-02 13:18:01,807 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2021-08-02 13:18:01,828 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2021-08-02 13:18:01,855 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2021-08-02 13:18:01,875 MappingDataService::? - GetSpecimenMappingListWithModel : MethodStart
INFO  2021-08-02 13:18:01,909 MappingDataService::? - GetSpecimenMappingListWithModel : MethodFinish
INFO  2021-08-02 13:18:01,925 MappingDataService::? - GetOrganismMappingListWithModel : MethodStart
INFO  2021-08-02 13:18:01,983 MappingDataService::? - GetOrganismMappingListWithModel : MethodFinish
INFO  2021-08-02 13:18:01,999 MappingDataService::? - GetWardTypeMappingListWithModel : MethodStart
INFO  2021-08-02 13:18:02,007 MappingDataService::? - GetWardTypeMappingListWithModel : MethodFinish
INFO  2021-08-02 13:18:48,225 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2021-08-02 13:18:48,231 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2021-08-02 13:18:48,252 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2021-08-02 13:18:48,269 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2021-08-02 13:18:48,289 MappingDataService::? - GetSpecimenMappingListWithModel : MethodStart
INFO  2021-08-02 13:18:48,330 MappingDataService::? - GetSpecimenMappingListWithModel : MethodFinish
INFO  2021-08-02 13:18:48,349 MappingDataService::? - GetOrganismMappingListWithModel : MethodStart
INFO  2021-08-02 13:18:48,401 MappingDataService::? - GetOrganismMappingListWithModel : MethodFinish
INFO  2021-08-02 13:18:48,415 MappingDataService::? - GetWardTypeMappingListWithModel : MethodStart
INFO  2021-08-02 13:18:48,423 MappingDataService::? - GetWardTypeMappingListWithModel : MethodFinish
INFO  2021-08-02 13:37:27,358 MappingDataService::? - GetMappingList : MethodStart
INFO  2021-08-02 13:37:27,378 MappingDataService::? - GetMappingList : MethodFinish
INFO  2021-08-02 13:48:04,535 MappingDataService::? - GetMappingList : MethodStart
INFO  2021-08-02 13:48:04,564 MappingDataService::? - GetMappingList : MethodFinish
INFO  2021-08-02 13:56:52,570 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2021-08-02 13:56:52,578 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2021-08-02 13:56:52,614 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2021-08-02 13:56:52,634 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
