INFO  2021-09-04 23:33:19,104 MappingDataService::? - GetMappingList : MethodStart
INFO  2021-09-04 23:33:21,326 MappingDataService::? - GetMappingList : MethodFinish
INFO  2021-09-04 23:33:31,271 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2021-09-04 23:33:31,491 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2021-09-04 23:33:31,570 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2021-09-04 23:33:31,788 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2021-09-04 23:33:31,851 MappingDataService::? - GetSpecimenMappingListWithModel : MethodStart
INFO  2021-09-04 23:33:32,021 MappingDataService::? - GetSpecimenMappingListWithModel : MethodFinish
INFO  2021-09-04 23:33:32,084 MappingDataService::? - GetOrganismMappingListWithModel : MethodStart
INFO  2021-09-04 23:33:32,467 MappingDataService::? - GetOrganismMappingListWithModel : MethodFinish
INFO  2021-09-04 23:33:32,558 MappingDataService::? - GetWardTypeMappingListWithModel : MethodStart
INFO  2021-09-04 23:33:32,684 MappingDataService::? - GetWardTypeMappingListWithModel : MethodFinish
INFO  2021-09-04 23:35:35,382 MappingDataService::? - GetWardTypeMappingData : MethodStart
INFO  2021-09-04 23:35:35,636 MappingDataService::? - GetWardTypeMappingData : MethodFinish
INFO  2021-09-04 23:35:50,305 MappingDataService::? - GetWardTypeMappingDataWithModel : MethodStart
INFO  2021-09-04 23:35:53,667 MappingDataService::? - GetWardTypeMappingDataWithModel : MethodFinish
INFO  2021-09-04 23:35:53,728 MappingDataService::? - SaveWardTypeMappingData : MethodStart
INFO  2021-09-04 23:35:54,300 MappingDataService::? - SaveWardTypeMappingData : MethodFinish
INFO  2021-09-04 23:35:54,950 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2021-09-04 23:35:55,116 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2021-09-04 23:35:55,179 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2021-09-04 23:35:55,310 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2021-09-04 23:35:55,347 MappingDataService::? - GetSpecimenMappingListWithModel : MethodStart
INFO  2021-09-04 23:35:55,473 MappingDataService::? - GetSpecimenMappingListWithModel : MethodFinish
INFO  2021-09-04 23:35:55,513 MappingDataService::? - GetOrganismMappingListWithModel : MethodStart
INFO  2021-09-04 23:35:55,689 MappingDataService::? - GetOrganismMappingListWithModel : MethodFinish
INFO  2021-09-04 23:35:55,741 MappingDataService::? - GetWardTypeMappingListWithModel : MethodStart
INFO  2021-09-04 23:35:55,853 MappingDataService::? - GetWardTypeMappingListWithModel : MethodFinish
INFO  2021-09-04 23:36:05,871 MappingDataService::? - GetWardTypeMappingDataWithModel : MethodStart
INFO  2021-09-04 23:36:05,997 MappingDataService::? - GetWardTypeMappingDataWithModel : MethodFinish
INFO  2021-09-04 23:36:06,062 MappingDataService::? - SaveWardTypeMappingData : MethodStart
INFO  2021-09-04 23:36:06,329 MappingDataService::? - SaveWardTypeMappingData : MethodFinish
INFO  2021-09-04 23:36:06,564 MappingDataService::? - GetMappingDataById : MethodStart
