INFO  2021-09-02 09:41:04,349 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2021-09-02 09:41:06,870 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2021-09-02 09:41:07,079 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2021-09-02 09:41:07,261 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2021-09-02 09:41:07,359 MappingDataService::? - GetSpecimenMappingListWithModel : MethodStart
INFO  2021-09-02 09:41:07,596 MappingDataService::? - GetSpecimenMappingListWithModel : MethodFinish
INFO  2021-09-02 09:41:07,663 MappingDataService::? - GetOrganismMappingListWithModel : MethodStart
INFO  2021-09-02 09:41:07,811 MappingDataService::? - GetOrganismMappingListWithModel : MethodFinish
INFO  2021-09-02 09:41:07,901 MappingDataService::? - GetWardTypeMappingListWithModel : MethodStart
INFO  2021-09-02 09:41:08,031 MappingDataService::? - GetWardTypeMappingListWithModel : MethodFinish
INFO  2021-09-02 11:23:37,697 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2021-09-02 11:23:38,858 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2021-09-02 11:23:39,163 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2021-09-02 11:23:39,315 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2021-09-02 15:12:19,995 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2021-09-02 15:12:21,115 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2021-09-02 15:12:21,386 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2021-09-02 15:12:21,525 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
