INFO  2022-06-15 10:10:45,738 MappingDataService::? - GetMappingList : MethodStart
INFO  2022-06-15 10:10:48,846 MappingDataService::? - GetMappingList : MethodFinish
INFO  2022-06-15 10:12:02,062 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2022-06-15 10:12:02,267 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2022-06-15 10:12:02,468 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2022-06-15 10:12:02,743 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2022-06-15 10:12:02,870 MappingDataService::? - GetSpecimenMappingListWithModel : MethodStart
INFO  2022-06-15 10:12:03,026 MappingDataService::? - GetSpecimenMappingListWithModel : MethodFinish
INFO  2022-06-15 10:12:03,165 MappingDataService::? - GetOrganismMappingListWithModel : MethodStart
INFO  2022-06-15 10:12:03,595 MappingDataService::? - GetOrganismMappingListWithModel : MethodFinish
INFO  2022-06-15 10:12:03,679 MappingDataService::? - GetWardTypeMappingListWithModel : MethodStart
INFO  2022-06-15 10:12:03,856 MappingDataService::? - GetWardTypeMappingListWithModel : MethodFinish
INFO  2022-06-15 10:17:38,235 MappingDataService::? - GetSpecimenMappingDataWithModel : MethodStart
INFO  2022-06-15 10:17:38,850 MappingDataService::? - GetSpecimenMappingDataWithModel : MethodFinish
INFO  2022-06-15 10:22:35,332 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2022-06-15 10:22:35,456 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2022-06-15 10:22:35,520 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2022-06-15 10:22:35,634 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2022-06-15 10:22:35,734 MappingDataService::? - GetSpecimenMappingListWithModel : MethodStart
INFO  2022-06-15 10:22:35,889 MappingDataService::? - GetSpecimenMappingListWithModel : MethodFinish
INFO  2022-06-15 10:22:35,962 MappingDataService::? - GetOrganismMappingListWithModel : MethodStart
INFO  2022-06-15 10:22:36,103 MappingDataService::? - GetOrganismMappingListWithModel : MethodFinish
INFO  2022-06-15 10:22:36,213 MappingDataService::? - GetWardTypeMappingListWithModel : MethodStart
INFO  2022-06-15 10:22:36,328 MappingDataService::? - GetWardTypeMappingListWithModel : MethodFinish
INFO  2022-06-15 10:23:29,560 MappingDataService::? - GetMappingDataActiveWithModel : MethodStart
INFO  2022-06-15 10:23:29,751 MappingDataService::? - GetMappingDataActiveWithModel : MethodFinish
