INFO  2021-11-10 10:44:55,461 MappingDataService::? - GetMappingList : MethodStart
INFO  2021-11-10 10:44:57,677 MappingDataService::? - GetMappingList : MethodFinish
INFO  2021-11-10 10:48:33,279 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2021-11-10 10:48:33,466 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2021-11-10 10:48:33,616 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2021-11-10 10:48:33,926 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2021-11-10 10:48:34,031 MappingDataService::? - GetSpecimenMappingListWithModel : MethodStart
INFO  2021-11-10 10:48:34,288 MappingDataService::? - GetSpecimenMappingListWithModel : MethodFinish
INFO  2021-11-10 10:48:34,395 MappingDataService::? - GetOrganismMappingListWithModel : MethodStart
INFO  2021-11-10 10:48:34,920 MappingDataService::? - GetOrganismMappingListWithModel : MethodFinish
INFO  2021-11-10 10:48:35,046 MappingDataService::? - GetWardTypeMappingListWithModel : MethodStart
INFO  2021-11-10 10:48:35,215 MappingDataService::? - GetWardTypeMappingListWithModel : MethodFinish
INFO  2021-11-10 10:49:14,721 MappingDataService::? - GetSpecimenMappingDataWithModel : MethodStart
INFO  2021-11-10 10:49:15,022 MappingDataService::? - GetSpecimenMappingDataWithModel : MethodFinish
INFO  2021-11-10 10:49:25,086 MappingDataService::? - SaveMappingData : MethodStart
INFO  2021-11-10 10:49:25,705 MappingDataService::? - SaveMappingData : MethodFinish
INFO  2021-11-10 10:49:33,513 MappingDataService::? - SaveSpecimenMappingData : MethodStart
INFO  2021-11-10 10:49:33,835 MappingDataService::? - SaveSpecimenMappingData : MethodFinish
INFO  2021-11-10 10:49:58,573 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2021-11-10 10:49:58,698 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2021-11-10 10:50:50,120 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2021-11-10 10:50:50,262 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2021-11-10 10:50:50,342 MappingDataService::? - GetSpecimenMappingListWithModel : MethodStart
INFO  2021-11-10 10:50:50,482 MappingDataService::? - GetSpecimenMappingListWithModel : MethodFinish
INFO  2021-11-10 10:50:50,552 MappingDataService::? - GetOrganismMappingListWithModel : MethodStart
INFO  2021-11-10 10:50:50,759 MappingDataService::? - GetOrganismMappingListWithModel : MethodFinish
INFO  2021-11-10 10:50:50,965 MappingDataService::? - GetWardTypeMappingListWithModel : MethodStart
