INFO  2021-09-11 10:07:37,801 MappingDataService::? - GetMappingList : MethodStart
INFO  2021-09-11 10:07:39,867 MappingDataService::? - GetMappingList : MethodFinish
INFO  2021-09-11 10:07:45,314 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2021-09-11 10:07:45,483 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2021-09-11 10:07:45,558 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2021-09-11 10:07:45,766 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2021-09-11 10:07:45,819 MappingDataService::? - GetSpecimenMappingListWithModel : MethodStart
INFO  2021-09-11 10:07:46,072 MappingDataService::? - GetSpecimenMappingListWithModel : MethodFinish
INFO  2021-09-11 10:07:46,128 MappingDataService::? - GetOrganismMappingListWithModel : MethodStart
INFO  2021-09-11 10:07:46,653 MappingDataService::? - GetOrganismMappingListWithModel : MethodFinish
INFO  2021-09-11 10:07:46,744 MappingDataService::? - GetWardTypeMappingListWithModel : MethodStart
INFO  2021-09-11 10:07:46,894 MappingDataService::? - GetWardTypeMappingListWithModel : MethodFinish
INFO  2021-09-11 14:34:54,017 MappingDataService::? - GetMappingList : MethodStart
INFO  2021-09-11 14:34:55,164 MappingDataService::? - GetMappingList : MethodFinish
INFO  2021-09-11 14:34:59,632 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2021-09-11 14:34:59,784 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2021-09-11 14:34:59,823 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2021-09-11 14:34:59,993 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2021-09-11 14:35:00,026 MappingDataService::? - GetSpecimenMappingListWithModel : MethodStart
INFO  2021-09-11 14:35:00,147 MappingDataService::? - GetSpecimenMappingListWithModel : MethodFinish
INFO  2021-09-11 14:35:00,183 MappingDataService::? - GetOrganismMappingListWithModel : MethodStart
INFO  2021-09-11 14:35:00,390 MappingDataService::? - GetOrganismMappingListWithModel : MethodFinish
INFO  2021-09-11 14:35:00,433 MappingDataService::? - GetWardTypeMappingListWithModel : MethodStart
INFO  2021-09-11 14:35:00,545 MappingDataService::? - GetWardTypeMappingListWithModel : MethodFinish
