INFO  2021-08-06 11:35:48,163 MappingDataService::? - GetMappingList : MethodStart
INFO  2021-08-06 11:35:50,849 MappingDataService::? - GetMappingList : MethodFinish
INFO  2021-08-06 11:44:22,083 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2021-08-06 11:44:22,150 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2021-08-06 11:44:22,227 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2021-08-06 11:44:22,340 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2021-08-06 11:44:22,396 MappingDataService::? - GetSpecimenMappingListWithModel : MethodStart
INFO  2021-08-06 11:44:30,018 MappingDataService::? - GetSpecimenMappingListWithModel : MethodFinish
INFO  2021-08-06 11:44:30,057 MappingDataService::? - GetOrganismMappingListWithModel : MethodStart
INFO  2021-08-06 11:44:30,166 MappingDataService::? - GetOrganismMappingListWithModel : MethodFinish
INFO  2021-08-06 11:44:30,199 MappingDataService::? - GetWardTypeMappingListWithModel : MethodStart
INFO  2021-08-06 11:44:30,217 MappingDataService::? - GetWardTypeMappingListWithModel : MethodFinish
INFO  2021-08-06 11:47:26,824 MappingDataService::? - GetMappingList : MethodStart
INFO  2021-08-06 11:47:26,851 MappingDataService::? - GetMappingList : MethodFinish
INFO  2021-08-06 11:47:29,437 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2021-08-06 11:47:29,448 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2021-08-06 11:47:29,478 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2021-08-06 11:47:29,502 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2021-08-06 11:47:29,528 MappingDataService::? - GetSpecimenMappingListWithModel : MethodStart
INFO  2021-08-06 11:47:29,589 MappingDataService::? - GetSpecimenMappingListWithModel : MethodFinish
INFO  2021-08-06 11:47:29,613 MappingDataService::? - GetOrganismMappingListWithModel : MethodStart
INFO  2021-08-06 11:47:29,709 MappingDataService::? - GetOrganismMappingListWithModel : MethodFinish
INFO  2021-08-06 11:47:29,747 MappingDataService::? - GetWardTypeMappingListWithModel : MethodStart
INFO  2021-08-06 11:47:29,761 MappingDataService::? - GetWardTypeMappingListWithModel : MethodFinish
