INFO  2021-09-01 09:49:25,046 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2021-09-01 09:49:27,743 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2021-09-01 09:49:27,915 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2021-09-01 09:49:28,087 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2021-09-01 09:49:28,156 MappingDataService::? - GetSpecimenMappingListWithModel : MethodStart
INFO  2021-09-01 09:49:28,508 MappingDataService::? - GetSpecimenMappingListWithModel : MethodFinish
INFO  2021-09-01 09:49:28,574 MappingDataService::? - GetOrganismMappingListWithModel : MethodStart
INFO  2021-09-01 09:49:28,898 MappingDataService::? - GetOrganismMappingListWithModel : MethodFinish
INFO  2021-09-01 09:49:28,978 MappingDataService::? - GetWardTypeMappingListWithModel : MethodStart
INFO  2021-09-01 09:49:34,377 MappingDataService::? - GetWardTypeMappingListWithModel : MethodFinish
INFO  2021-09-01 11:42:24,590 MappingDataService::? - GetMappingList : MethodStart
INFO  2021-09-01 11:42:25,911 MappingDataService::? - GetMappingList : MethodFinish
INFO  2021-09-01 11:47:02,177 MappingDataService::? - GetMappingList : MethodStart
INFO  2021-09-01 11:47:02,669 MappingDataService::? - GetMappingList : MethodFinish
INFO  2021-09-01 11:50:57,699 MappingDataService::? - GetMappingList : MethodStart
INFO  2021-09-01 11:50:57,843 MappingDataService::? - GetMappingList : MethodFinish
INFO  2021-09-01 12:09:40,710 MappingDataService::? - GetMappingList : MethodStart
INFO  2021-09-01 12:09:41,099 MappingDataService::? - GetMappingList : MethodFinish
INFO  2021-09-01 12:10:31,645 MappingDataService::? - GetMappingDataActiveWithModel : MethodStart
INFO  2021-09-01 12:10:31,799 MappingDataService::? - GetMappingDataActiveWithModel : MethodFinish
INFO  2021-09-01 12:11:49,101 MappingDataService::? - GetMappingDataActiveWithModel : MethodStart
INFO  2021-09-01 12:11:49,205 MappingDataService::? - GetMappingDataActiveWithModel : MethodFinish
INFO  2021-09-01 12:14:29,853 MappingDataService::? - GetMappingDataActiveWithModel : MethodStart
INFO  2021-09-01 12:15:32,452 MappingDataService::? - GetMappingDataActiveWithModel : MethodFinish
INFO  2021-09-01 12:18:27,899 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2021-09-01 12:18:28,035 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2021-09-01 12:18:28,062 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2021-09-01 12:18:28,214 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2021-09-01 12:18:28,246 MappingDataService::? - GetSpecimenMappingListWithModel : MethodStart
INFO  2021-09-01 12:18:28,655 MappingDataService::? - GetSpecimenMappingListWithModel : MethodFinish
INFO  2021-09-01 12:18:28,692 MappingDataService::? - GetOrganismMappingListWithModel : MethodStart
INFO  2021-09-01 12:18:28,835 MappingDataService::? - GetOrganismMappingListWithModel : MethodFinish
INFO  2021-09-01 12:18:28,861 MappingDataService::? - GetWardTypeMappingListWithModel : MethodStart
INFO  2021-09-01 12:18:28,973 MappingDataService::? - GetWardTypeMappingListWithModel : MethodFinish
INFO  2021-09-01 12:25:56,718 MappingDataService::? - GetMappingList : MethodStart
INFO  2021-09-01 12:25:56,982 MappingDataService::? - GetMappingList : MethodFinish
INFO  2021-09-01 12:25:59,145 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2021-09-01 12:25:59,248 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2021-09-01 12:25:59,273 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2021-09-01 12:25:59,386 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2021-09-01 12:25:59,405 MappingDataService::? - GetSpecimenMappingListWithModel : MethodStart
INFO  2021-09-01 12:25:59,535 MappingDataService::? - GetSpecimenMappingListWithModel : MethodFinish
INFO  2021-09-01 12:25:59,553 MappingDataService::? - GetOrganismMappingListWithModel : MethodStart
INFO  2021-09-01 12:25:59,682 MappingDataService::? - GetOrganismMappingListWithModel : MethodFinish
INFO  2021-09-01 12:25:59,698 MappingDataService::? - GetWardTypeMappingListWithModel : MethodStart
INFO  2021-09-01 12:25:59,802 MappingDataService::? - GetWardTypeMappingListWithModel : MethodFinish
INFO  2021-09-01 12:26:24,173 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2021-09-01 12:26:24,274 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2021-09-01 12:26:24,298 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2021-09-01 12:26:24,406 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2021-09-01 12:26:24,426 MappingDataService::? - GetSpecimenMappingListWithModel : MethodStart
INFO  2021-09-01 12:26:24,548 MappingDataService::? - GetSpecimenMappingListWithModel : MethodFinish
INFO  2021-09-01 12:26:24,574 MappingDataService::? - GetOrganismMappingListWithModel : MethodStart
INFO  2021-09-01 12:26:24,703 MappingDataService::? - GetOrganismMappingListWithModel : MethodFinish
INFO  2021-09-01 12:26:24,720 MappingDataService::? - GetWardTypeMappingListWithModel : MethodStart
INFO  2021-09-01 12:26:24,827 MappingDataService::? - GetWardTypeMappingListWithModel : MethodFinish
INFO  2021-09-01 12:30:28,259 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2021-09-01 12:30:28,376 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2021-09-01 12:30:28,403 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2021-09-01 12:30:28,509 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2021-09-01 12:30:28,526 MappingDataService::? - GetSpecimenMappingListWithModel : MethodStart
INFO  2021-09-01 12:30:28,647 MappingDataService::? - GetSpecimenMappingListWithModel : MethodFinish
INFO  2021-09-01 12:30:28,664 MappingDataService::? - GetOrganismMappingListWithModel : MethodStart
INFO  2021-09-01 12:30:28,797 MappingDataService::? - GetOrganismMappingListWithModel : MethodFinish
INFO  2021-09-01 12:30:28,819 MappingDataService::? - GetWardTypeMappingListWithModel : MethodStart
INFO  2021-09-01 12:30:28,925 MappingDataService::? - GetWardTypeMappingListWithModel : MethodFinish
INFO  2021-09-01 12:37:00,648 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2021-09-01 12:37:01,729 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2021-09-01 12:37:01,803 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2021-09-01 12:37:01,933 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2021-09-01 12:37:01,965 MappingDataService::? - GetSpecimenMappingListWithModel : MethodStart
INFO  2021-09-01 12:37:02,124 MappingDataService::? - GetSpecimenMappingListWithModel : MethodFinish
INFO  2021-09-01 12:37:02,162 MappingDataService::? - GetOrganismMappingListWithModel : MethodStart
INFO  2021-09-01 12:37:02,307 MappingDataService::? - GetOrganismMappingListWithModel : MethodFinish
INFO  2021-09-01 12:37:02,337 MappingDataService::? - GetWardTypeMappingListWithModel : MethodStart
INFO  2021-09-01 12:37:02,443 MappingDataService::? - GetWardTypeMappingListWithModel : MethodFinish
INFO  2021-09-01 13:31:45,843 MappingDataService::? - GetWHONetMappingDataWithModel : MethodStart
INFO  2021-09-01 13:31:46,445 MappingDataService::? - GetWHONetMappingDataWithModel : MethodFinish
INFO  2021-09-01 13:31:46,480 MappingDataService::? - SaveWHONetMappingData : MethodStart
INFO  2021-09-01 13:31:46,951 MappingDataService::? - SaveWHONetMappingData : MethodFinish
INFO  2021-09-01 13:31:47,313 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2021-09-01 13:31:47,418 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2021-09-01 13:31:47,439 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2021-09-01 13:31:47,557 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2021-09-01 13:31:47,597 MappingDataService::? - GetSpecimenMappingListWithModel : MethodStart
INFO  2021-09-01 13:31:47,711 MappingDataService::? - GetSpecimenMappingListWithModel : MethodFinish
INFO  2021-09-01 13:31:47,774 MappingDataService::? - GetOrganismMappingListWithModel : MethodStart
INFO  2021-09-01 13:31:47,903 MappingDataService::? - GetOrganismMappingListWithModel : MethodFinish
INFO  2021-09-01 13:31:47,937 MappingDataService::? - GetWardTypeMappingListWithModel : MethodStart
INFO  2021-09-01 13:31:48,048 MappingDataService::? - GetWardTypeMappingListWithModel : MethodFinish
INFO  2021-09-01 13:32:11,752 MappingDataService::? - GetWHONetMappingDataWithModel : MethodStart
INFO  2021-09-01 13:32:11,858 MappingDataService::? - GetWHONetMappingDataWithModel : MethodFinish
INFO  2021-09-01 13:32:11,885 MappingDataService::? - SaveWHONetMappingData : MethodStart
INFO  2021-09-01 13:32:12,134 MappingDataService::? - SaveWHONetMappingData : MethodFinish
INFO  2021-09-01 13:32:12,289 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2021-09-01 13:32:12,388 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2021-09-01 13:32:12,415 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2021-09-01 13:32:12,518 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2021-09-01 13:32:12,542 MappingDataService::? - GetSpecimenMappingListWithModel : MethodStart
INFO  2021-09-01 13:32:12,658 MappingDataService::? - GetSpecimenMappingListWithModel : MethodFinish
INFO  2021-09-01 13:32:12,696 MappingDataService::? - GetOrganismMappingListWithModel : MethodStart
INFO  2021-09-01 13:32:12,828 MappingDataService::? - GetOrganismMappingListWithModel : MethodFinish
INFO  2021-09-01 13:32:12,857 MappingDataService::? - GetWardTypeMappingListWithModel : MethodStart
INFO  2021-09-01 13:32:12,961 MappingDataService::? - GetWardTypeMappingListWithModel : MethodFinish
INFO  2021-09-01 13:32:20,074 MappingDataService::? - GetWHONetMappingDataWithModel : MethodStart
INFO  2021-09-01 13:32:20,177 MappingDataService::? - GetWHONetMappingDataWithModel : MethodFinish
INFO  2021-09-01 13:32:20,195 MappingDataService::? - SaveWHONetMappingData : MethodStart
INFO  2021-09-01 13:32:20,444 MappingDataService::? - SaveWHONetMappingData : MethodFinish
INFO  2021-09-01 13:32:20,595 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2021-09-01 13:32:20,704 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2021-09-01 13:32:20,720 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2021-09-01 13:32:20,820 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2021-09-01 13:32:20,838 MappingDataService::? - GetSpecimenMappingListWithModel : MethodStart
INFO  2021-09-01 13:32:20,954 MappingDataService::? - GetSpecimenMappingListWithModel : MethodFinish
INFO  2021-09-01 13:32:20,978 MappingDataService::? - GetOrganismMappingListWithModel : MethodStart
INFO  2021-09-01 13:32:21,106 MappingDataService::? - GetOrganismMappingListWithModel : MethodFinish
INFO  2021-09-01 13:32:21,124 MappingDataService::? - GetWardTypeMappingListWithModel : MethodStart
INFO  2021-09-01 13:32:21,231 MappingDataService::? - GetWardTypeMappingListWithModel : MethodFinish
INFO  2021-09-01 13:32:33,916 MappingDataService::? - GetWHONetMappingDataWithModel : MethodStart
INFO  2021-09-01 13:32:34,043 MappingDataService::? - GetWHONetMappingDataWithModel : MethodFinish
INFO  2021-09-01 13:32:34,062 MappingDataService::? - SaveWHONetMappingData : MethodStart
INFO  2021-09-01 13:32:34,332 MappingDataService::? - SaveWHONetMappingData : MethodFinish
INFO  2021-09-01 13:32:34,471 MappingDataService::? - GetMappingDataById : MethodStart
