INFO  2022-08-31 10:23:16,420 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2022-08-31 10:23:21,288 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2022-08-31 10:23:21,781 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2022-08-31 10:23:22,002 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2022-08-31 10:23:22,255 MappingDataService::? - GetSpecimenMappingListWithModel : MethodStart
INFO  2022-08-31 10:23:22,947 MappingDataService::? - GetSpecimenMappingListWithModel : MethodFinish
INFO  2022-08-31 10:23:23,175 MappingDataService::? - GetOrganismMappingListWithModel : MethodStart
INFO  2022-08-31 10:23:23,729 MappingDataService::? - GetOrganismMappingListWithModel : MethodFinish
INFO  2022-08-31 10:23:24,088 MappingDataService::? - GetWardTypeMappingListWithModel : MethodStart
INFO  2022-08-31 10:23:24,237 MappingDataService::? - GetWardTypeMappingListWithModel : MethodFinish
INFO  2022-08-31 10:39:34,289 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2022-08-31 10:39:34,541 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2022-08-31 10:39:34,597 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2022-08-31 10:39:34,744 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2022-08-31 10:39:34,818 MappingDataService::? - GetSpecimenMappingListWithModel : MethodStart
INFO  2022-08-31 10:39:35,126 MappingDataService::? - GetSpecimenMappingListWithModel : MethodFinish
INFO  2022-08-31 10:39:35,299 MappingDataService::? - GetOrganismMappingListWithModel : MethodStart
INFO  2022-08-31 10:39:35,555 MappingDataService::? - GetOrganismMappingListWithModel : MethodFinish
INFO  2022-08-31 10:39:35,776 MappingDataService::? - GetWardTypeMappingListWithModel : MethodStart
INFO  2022-08-31 10:39:35,887 MappingDataService::? - GetWardTypeMappingListWithModel : MethodFinish
INFO  2022-08-31 11:29:27,392 MappingDataService::? - GetMappingList : MethodStart
INFO  2022-08-31 11:29:27,676 MappingDataService::? - GetMappingList : MethodFinish
