INFO  2021-08-22 14:40:36,290 MappingDataService::? - GetMappingList : MethodStart
INFO  2021-08-22 14:40:39,111 MappingDataService::? - GetMappingList : MethodFinish
INFO  2021-08-22 14:43:58,311 MappingDataService::? - GetMappingDataWithModel : MethodStart
INFO  2021-08-22 14:43:58,500 MappingDataService::? - GetMappingDataWithModel : MethodFinish
INFO  2021-08-22 14:44:08,467 MappingDataService::? - SaveMappingData : MethodStart
INFO  2021-08-22 14:44:08,992 MappingDataService::? - SaveMappingData : MethodFinish
INFO  2021-08-22 14:44:09,238 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2021-08-22 14:44:09,297 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2021-08-22 14:44:09,374 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2021-08-22 14:44:09,415 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2021-08-22 14:44:09,487 MappingDataService::? - GetSpecimenMappingListWithModel : MethodStart
INFO  2021-08-22 14:44:09,637 MappingDataService::? - GetSpecimenMappingListWithModel : MethodFinish
INFO  2021-08-22 14:44:09,700 MappingDataService::? - GetOrganismMappingListWithModel : MethodStart
INFO  2021-08-22 14:44:09,896 MappingDataService::? - GetOrganismMappingListWithModel : MethodFinish
INFO  2021-08-22 14:44:09,956 MappingDataService::? - GetWardTypeMappingListWithModel : MethodStart
INFO  2021-08-22 14:44:09,993 MappingDataService::? - GetWardTypeMappingListWithModel : MethodFinish
INFO  2021-08-22 14:48:16,310 MappingDataService::? - GetWHONetMappingDataWithModel : MethodStart
INFO  2021-08-22 14:48:16,356 MappingDataService::? - GetWHONetMappingDataWithModel : MethodFinish
INFO  2021-08-22 14:48:16,431 MappingDataService::? - SaveWHONetMappingData : MethodStart
INFO  2021-08-22 14:48:16,562 MappingDataService::? - SaveWHONetMappingData : MethodFinish
INFO  2021-08-22 14:48:16,749 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2021-08-22 14:48:16,772 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2021-08-22 14:48:16,832 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2021-08-22 14:48:16,870 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2021-08-22 14:48:16,931 MappingDataService::? - GetSpecimenMappingListWithModel : MethodStart
INFO  2021-08-22 14:48:17,057 MappingDataService::? - GetSpecimenMappingListWithModel : MethodFinish
INFO  2021-08-22 14:48:17,146 MappingDataService::? - GetOrganismMappingListWithModel : MethodStart
INFO  2021-08-22 14:48:17,421 MappingDataService::? - GetOrganismMappingListWithModel : MethodFinish
INFO  2021-08-22 14:48:17,504 MappingDataService::? - GetWardTypeMappingListWithModel : MethodStart
INFO  2021-08-22 14:48:17,536 MappingDataService::? - GetWardTypeMappingListWithModel : MethodFinish
INFO  2021-08-22 14:48:28,028 MappingDataService::? - GetWHONetMappingDataWithModel : MethodStart
INFO  2021-08-22 14:48:28,053 MappingDataService::? - GetWHONetMappingDataWithModel : MethodFinish
INFO  2021-08-22 14:48:28,101 MappingDataService::? - SaveWHONetMappingData : MethodStart
INFO  2021-08-22 14:48:28,154 MappingDataService::? - SaveWHONetMappingData : MethodFinish
INFO  2021-08-22 14:48:28,269 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2021-08-22 14:48:28,281 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2021-08-22 14:48:28,315 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2021-08-22 14:48:28,360 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2021-08-22 14:48:28,411 MappingDataService::? - GetSpecimenMappingListWithModel : MethodStart
INFO  2021-08-22 14:48:35,169 MappingDataService::? - GetSpecimenMappingListWithModel : MethodFinish
INFO  2021-08-22 14:48:35,227 MappingDataService::? - GetOrganismMappingListWithModel : MethodStart
INFO  2021-08-22 14:48:35,405 MappingDataService::? - GetOrganismMappingListWithModel : MethodFinish
INFO  2021-08-22 14:48:35,454 MappingDataService::? - GetWardTypeMappingListWithModel : MethodStart
INFO  2021-08-22 14:48:35,484 MappingDataService::? - GetWardTypeMappingListWithModel : MethodFinish
INFO  2021-08-22 14:48:57,213 MappingDataService::? - GetWHONetMappingDataWithModel : MethodStart
INFO  2021-08-22 14:48:57,239 MappingDataService::? - GetWHONetMappingDataWithModel : MethodFinish
INFO  2021-08-22 14:48:57,339 MappingDataService::? - SaveWHONetMappingData : MethodStart
INFO  2021-08-22 14:48:57,398 MappingDataService::? - SaveWHONetMappingData : MethodFinish
INFO  2021-08-22 14:48:57,529 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2021-08-22 14:48:57,550 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2021-08-22 14:48:57,642 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2021-08-22 14:48:57,682 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2021-08-22 14:48:57,798 MappingDataService::? - GetSpecimenMappingListWithModel : MethodStart
INFO  2021-08-22 14:48:57,853 MappingDataService::? - GetSpecimenMappingListWithModel : MethodFinish
INFO  2021-08-22 14:48:57,903 MappingDataService::? - GetOrganismMappingListWithModel : MethodStart
INFO  2021-08-22 14:48:57,993 MappingDataService::? - GetOrganismMappingListWithModel : MethodFinish
INFO  2021-08-22 14:48:58,148 MappingDataService::? - GetWardTypeMappingListWithModel : MethodStart
INFO  2021-08-22 14:48:58,160 MappingDataService::? - GetWardTypeMappingListWithModel : MethodFinish
INFO  2021-08-22 14:49:17,858 MappingDataService::? - GetWHONetMappingDataWithModel : MethodStart
