INFO  2021-09-30 09:10:36,827 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2021-09-30 09:10:40,096 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2021-09-30 09:10:40,359 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2021-09-30 09:10:40,856 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2021-09-30 09:10:40,950 MappingDataService::? - GetSpecimenMappingListWithModel : MethodStart
INFO  2021-09-30 09:10:41,759 MappingDataService::? - GetSpecimenMappingListWithModel : MethodFinish
INFO  2021-09-30 09:10:41,845 MappingDataService::? - GetOrganismMappingListWithModel : MethodStart
INFO  2021-09-30 09:10:42,378 MappingDataService::? - GetOrganismMappingListWithModel : MethodFinish
INFO  2021-09-30 09:10:42,501 MappingDataService::? - GetWardTypeMappingListWithModel : MethodStart
INFO  2021-09-30 09:10:42,733 MappingDataService::? - GetWardTypeMappingListWithModel : MethodFinish
INFO  2021-09-30 09:13:36,182 MappingDataService::? - GetMappingList : MethodStart
INFO  2021-09-30 09:13:36,330 MappingDataService::? - GetMappingList : MethodFinish
INFO  2021-09-30 09:13:39,189 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2021-09-30 09:13:39,305 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2021-09-30 09:13:39,388 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2021-09-30 09:13:39,523 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2021-09-30 09:13:39,601 MappingDataService::? - GetSpecimenMappingListWithModel : MethodStart
INFO  2021-09-30 09:13:39,739 MappingDataService::? - GetSpecimenMappingListWithModel : MethodFinish
INFO  2021-09-30 09:13:39,837 MappingDataService::? - GetOrganismMappingListWithModel : MethodStart
INFO  2021-09-30 09:13:40,007 MappingDataService::? - GetOrganismMappingListWithModel : MethodFinish
INFO  2021-09-30 09:13:40,078 MappingDataService::? - GetWardTypeMappingListWithModel : MethodStart
INFO  2021-09-30 09:13:40,223 MappingDataService::? - GetWardTypeMappingListWithModel : MethodFinish
INFO  2021-09-30 09:21:43,843 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2021-09-30 09:21:44,190 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2021-09-30 09:21:44,346 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2021-09-30 09:21:44,484 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2021-09-30 09:21:44,588 MappingDataService::? - GetSpecimenMappingListWithModel : MethodStart
INFO  2021-09-30 09:21:44,737 MappingDataService::? - GetSpecimenMappingListWithModel : MethodFinish
INFO  2021-09-30 09:21:44,885 MappingDataService::? - GetOrganismMappingListWithModel : MethodStart
INFO  2021-09-30 09:21:45,058 MappingDataService::? - GetOrganismMappingListWithModel : MethodFinish
INFO  2021-09-30 09:21:45,177 MappingDataService::? - GetWardTypeMappingListWithModel : MethodStart
INFO  2021-09-30 09:21:45,319 MappingDataService::? - GetWardTypeMappingListWithModel : MethodFinish
INFO  2021-09-30 09:22:18,999 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2021-09-30 09:22:19,123 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2021-09-30 09:22:19,241 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
