INFO  2022-06-06 14:31:58,662 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2022-06-06 14:32:00,134 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2022-06-06 14:32:00,563 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2022-06-06 14:32:00,731 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2022-06-06 14:55:41,572 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2022-06-06 14:55:42,765 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2022-06-06 14:55:43,125 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2022-06-06 14:55:43,283 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2022-06-06 15:44:40,404 MappingDataService::? - GetMappingDataActiveWithModel : MethodStart
INFO  2022-06-06 15:44:41,702 MappingDataService::? - GetMappingDataActiveWithModel : MethodFinish
INFO  2022-06-06 15:44:42,123 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2022-06-06 15:44:42,269 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2022-06-06 15:44:46,858 MappingDataService::? - GetMappingList : MethodStart
INFO  2022-06-06 15:44:47,015 MappingDataService::? - GetMappingList : MethodFinish
INFO  2022-06-06 15:44:58,276 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2022-06-06 15:44:58,388 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2022-06-06 15:44:58,424 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2022-06-06 15:44:58,524 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2022-06-06 15:44:58,562 MappingDataService::? - GetSpecimenMappingListWithModel : MethodStart
INFO  2022-06-06 15:44:58,680 MappingDataService::? - GetSpecimenMappingListWithModel : MethodFinish
INFO  2022-06-06 15:44:58,724 MappingDataService::? - GetOrganismMappingListWithModel : MethodStart
INFO  2022-06-06 15:44:58,857 MappingDataService::? - GetOrganismMappingListWithModel : MethodFinish
INFO  2022-06-06 15:44:58,903 MappingDataService::? - GetWardTypeMappingListWithModel : MethodStart
INFO  2022-06-06 15:44:59,013 MappingDataService::? - GetWardTypeMappingListWithModel : MethodFinish
INFO  2022-06-06 15:46:14,665 MappingDataService::? - GetMappingList : MethodStart
INFO  2022-06-06 15:46:14,770 MappingDataService::? - GetMappingList : MethodFinish
INFO  2022-06-06 15:46:18,892 MappingDataService::? - GetMappingList : MethodStart
INFO  2022-06-06 15:46:18,992 MappingDataService::? - GetMappingList : MethodFinish
INFO  2022-06-06 15:46:21,382 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2022-06-06 15:46:21,482 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2022-06-06 15:46:21,537 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2022-06-06 15:46:21,645 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2022-06-06 15:46:21,718 MappingDataService::? - GetSpecimenMappingListWithModel : MethodStart
INFO  2022-06-06 15:46:21,828 MappingDataService::? - GetSpecimenMappingListWithModel : MethodFinish
INFO  2022-06-06 15:46:21,855 MappingDataService::? - GetOrganismMappingListWithModel : MethodStart
INFO  2022-06-06 15:46:21,992 MappingDataService::? - GetOrganismMappingListWithModel : MethodFinish
INFO  2022-06-06 15:46:22,023 MappingDataService::? - GetWardTypeMappingListWithModel : MethodStart
INFO  2022-06-06 15:46:22,124 MappingDataService::? - GetWardTypeMappingListWithModel : MethodFinish
INFO  2022-06-06 15:46:35,933 MappingDataService::? - GetWardTypeMappingDataWithModel : MethodStart
INFO  2022-06-06 15:46:36,076 MappingDataService::? - GetWardTypeMappingDataWithModel : MethodFinish
INFO  2022-06-06 15:46:36,119 MappingDataService::? - SaveWardTypeMappingData : MethodStart
INFO  2022-06-06 15:46:36,546 MappingDataService::? - SaveWardTypeMappingData : MethodFinish
INFO  2022-06-06 15:46:36,722 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2022-06-06 15:46:36,819 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2022-06-06 15:46:36,848 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2022-06-06 15:46:36,948 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2022-06-06 15:46:36,977 MappingDataService::? - GetSpecimenMappingListWithModel : MethodStart
INFO  2022-06-06 15:46:37,089 MappingDataService::? - GetSpecimenMappingListWithModel : MethodFinish
INFO  2022-06-06 15:46:37,119 MappingDataService::? - GetOrganismMappingListWithModel : MethodStart
