INFO  2021-08-13 14:15:10,754 MappingDataService::? - GetMappingList : MethodStart
INFO  2021-08-13 14:15:12,020 MappingDataService::? - GetMappingList : MethodFinish
INFO  2021-08-13 14:15:17,832 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2021-08-13 14:15:17,977 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2021-08-13 14:15:18,020 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2021-08-13 14:15:18,203 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2021-08-13 14:15:18,246 MappingDataService::? - GetSpecimenMappingListWithModel : MethodStart
INFO  2021-08-13 14:15:18,456 MappingDataService::? - GetSpecimenMappingListWithModel : MethodFinish
INFO  2021-08-13 14:15:18,498 MappingDataService::? - GetOrganismMappingListWithModel : MethodStart
INFO  2021-08-13 14:15:18,954 MappingDataService::? - GetOrganismMappingListWithModel : MethodFinish
INFO  2021-08-13 14:15:18,992 MappingDataService::? - GetWardTypeMappingListWithModel : MethodStart
INFO  2021-08-13 14:15:19,117 MappingDataService::? - GetWardTypeMappingListWithModel : MethodFinish
INFO  2021-08-13 14:28:12,338 MappingDataService::? - GetMappingList : MethodStart
INFO  2021-08-13 14:28:12,591 MappingDataService::? - GetMappingList : MethodFinish
INFO  2021-08-13 14:28:14,701 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2021-08-13 14:28:14,801 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2021-08-13 14:28:14,817 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2021-08-13 14:28:14,928 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2021-08-13 14:28:14,943 MappingDataService::? - GetSpecimenMappingListWithModel : MethodStart
INFO  2021-08-13 14:28:15,168 MappingDataService::? - GetSpecimenMappingListWithModel : MethodFinish
INFO  2021-08-13 14:28:15,206 MappingDataService::? - GetOrganismMappingListWithModel : MethodStart
INFO  2021-08-13 14:28:15,392 MappingDataService::? - GetOrganismMappingListWithModel : MethodFinish
INFO  2021-08-13 14:28:15,427 MappingDataService::? - GetWardTypeMappingListWithModel : MethodStart
INFO  2021-08-13 14:28:15,534 MappingDataService::? - GetWardTypeMappingListWithModel : MethodFinish
