INFO  2022-06-07 14:53:53,186 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2022-06-07 14:53:58,430 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2022-06-07 14:53:58,775 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2022-06-07 14:53:58,983 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2022-06-07 14:53:59,129 MappingDataService::? - GetSpecimenMappingListWithModel : MethodStart
INFO  2022-06-07 14:53:59,623 MappingDataService::? - GetSpecimenMappingListWithModel : MethodFinish
INFO  2022-06-07 14:53:59,870 MappingDataService::? - GetOrganismMappingListWithModel : MethodStart
INFO  2022-06-07 14:54:00,217 MappingDataService::? - GetOrganismMappingListWithModel : MethodFinish
INFO  2022-06-07 14:54:00,483 MappingDataService::? - GetWardTypeMappingListWithModel : MethodStart
INFO  2022-06-07 14:54:00,635 MappingDataService::? - GetWardTypeMappingListWithModel : MethodFinish
INFO  2022-06-07 14:54:36,776 MappingDataService::? - GetWardTypeMappingDataWithModel : MethodStart
INFO  2022-06-07 14:54:36,957 MappingDataService::? - GetWardTypeMappingDataWithModel : MethodFinish
INFO  2022-06-07 14:54:37,056 MappingDataService::? - SaveWardTypeMappingData : MethodStart
INFO  2022-06-07 14:54:37,683 MappingDataService::? - SaveWardTypeMappingData : MethodFinish
INFO  2022-06-07 14:54:37,985 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2022-06-07 14:54:38,096 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2022-06-07 14:54:38,192 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2022-06-07 14:54:38,305 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2022-06-07 14:54:38,367 MappingDataService::? - GetSpecimenMappingListWithModel : MethodStart
INFO  2022-06-07 14:54:38,605 MappingDataService::? - GetSpecimenMappingListWithModel : MethodFinish
INFO  2022-06-07 14:54:38,769 MappingDataService::? - GetOrganismMappingListWithModel : MethodStart
INFO  2022-06-07 14:54:39,012 MappingDataService::? - GetOrganismMappingListWithModel : MethodFinish
INFO  2022-06-07 14:54:39,173 MappingDataService::? - GetWardTypeMappingListWithModel : MethodStart
INFO  2022-06-07 14:54:39,292 MappingDataService::? - GetWardTypeMappingListWithModel : MethodFinish
INFO  2022-06-07 14:55:27,732 MappingDataService::? - GetWardTypeMappingDataWithModel : MethodStart
INFO  2022-06-07 14:55:27,854 MappingDataService::? - GetWardTypeMappingDataWithModel : MethodFinish
INFO  2022-06-07 14:55:27,923 MappingDataService::? - SaveWardTypeMappingData : MethodStart
INFO  2022-06-07 14:55:28,174 MappingDataService::? - SaveWardTypeMappingData : MethodFinish
INFO  2022-06-07 14:55:28,426 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2022-06-07 14:55:28,546 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2022-06-07 14:55:28,611 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2022-06-07 14:55:28,729 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2022-06-07 14:55:28,790 MappingDataService::? - GetSpecimenMappingListWithModel : MethodStart
INFO  2022-06-07 14:55:29,029 MappingDataService::? - GetSpecimenMappingListWithModel : MethodFinish
INFO  2022-06-07 14:55:29,244 MappingDataService::? - GetOrganismMappingListWithModel : MethodStart
INFO  2022-06-07 14:55:29,520 MappingDataService::? - GetOrganismMappingListWithModel : MethodFinish
INFO  2022-06-07 14:55:29,676 MappingDataService::? - GetWardTypeMappingListWithModel : MethodStart
INFO  2022-06-07 14:55:29,787 MappingDataService::? - GetWardTypeMappingListWithModel : MethodFinish
INFO  2022-06-07 14:55:43,362 MappingDataService::? - SaveMappingData : MethodStart
INFO  2022-06-07 14:55:43,633 MappingDataService::? - SaveMappingData : MethodFinish
INFO  2022-06-07 14:55:43,895 MappingDataService::? - GetMappingDataById : MethodStart
INFO  2022-06-07 14:55:44,010 MappingDataService::? - GetMappingDataById : MethodFinish
INFO  2022-06-07 14:55:44,172 MappingDataService::? - GetWHONetMappingListWithModel : MethodStart
INFO  2022-06-07 14:55:44,296 MappingDataService::? - GetWHONetMappingListWithModel : MethodFinish
INFO  2022-06-07 14:55:44,379 MappingDataService::? - GetSpecimenMappingListWithModel : MethodStart
INFO  2022-06-07 14:55:44,616 MappingDataService::? - GetSpecimenMappingListWithModel : MethodFinish
INFO  2022-06-07 14:55:44,799 MappingDataService::? - GetOrganismMappingListWithModel : MethodStart
INFO  2022-06-07 14:55:45,053 MappingDataService::? - GetOrganismMappingListWithModel : MethodFinish
INFO  2022-06-07 14:55:45,233 MappingDataService::? - GetWardTypeMappingListWithModel : MethodStart
INFO  2022-06-07 14:55:45,342 MappingDataService::? - GetWardTypeMappingListWithModel : MethodFinish
