INFO  2021-11-02 17:03:44,620 TRNoticeMessageService::? - GetListWithModelByRole : MethodStart
INFO  2021-11-02 17:03:45,777 TRNoticeMessageService::? - GetListWithModelByRole : MethodFinish
INFO  2021-11-02 17:04:18,848 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-11-02 17:04:19,144 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-11-02 17:04:45,658 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-11-02 17:04:45,793 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-11-02 17:05:42,335 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-11-02 17:05:42,444 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-11-02 17:05:47,191 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-11-02 17:05:47,296 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-11-02 17:06:26,050 LogProcessService::? - GetLogProcessListWithModel : MethodStart
INFO  2021-11-02 17:06:26,275 LogProcessService::? - GetLogProcessListWithModel : MethodFinish
INFO  2021-11-02 17:06:27,751 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-11-02 17:06:27,863 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-11-02 17:06:34,822 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2021-11-02 17:06:34,824 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2021-11-02 17:06:35,014 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2021-11-02 17:06:35,028 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
INFO  2021-11-02 17:08:39,870 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2021-11-02 17:08:39,873 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2021-11-02 17:08:39,998 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2021-11-02 17:08:40,005 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
INFO  2021-11-02 17:09:03,309 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2021-11-02 17:09:03,311 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2021-11-02 17:09:03,429 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2021-11-02 17:09:03,436 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
INFO  2021-11-02 17:09:12,884 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2021-11-02 17:09:12,887 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2021-11-02 17:09:13,007 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2021-11-02 17:09:13,019 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
INFO  2021-11-02 17:09:45,179 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2021-11-02 17:09:45,181 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2021-11-02 17:09:45,310 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2021-11-02 17:09:45,330 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
INFO  2021-11-02 17:09:56,920 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
