INFO  2021-09-24 10:11:13,138 TRNoticeMessageService::? - GetListWithModelByRole : MethodStart
INFO  2021-09-24 10:11:15,601 TRNoticeMessageService::? - GetListWithModelByRole : MethodFinish
INFO  2021-09-24 10:12:21,931 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-09-24 10:12:22,013 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-09-24 10:13:12,554 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-09-24 10:13:12,658 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-09-24 10:13:14,122 WHONETService::? - Get_TCWHONET_Antibiotic_List : MethodStart
INFO  2021-09-24 10:13:14,207 WHONETService::? - Get_TCWHONET_Antibiotic_List : MethodFinish
INFO  2021-09-24 10:13:14,389 WHONETService::? - Get_TCWHONET_AntibioticSpecies_List : MethodStart
INFO  2021-09-24 10:13:14,423 WHONETService::? - Get_TCWHONET_AntibioticSpecies_List : MethodFinish
INFO  2021-09-24 10:13:14,513 WHONETService::? - Get_TCWHONET_Departments_List : MethodStart
INFO  2021-09-24 10:13:14,536 WHONETService::? - Get_TCWHONET_Departments_List : MethodFinish
INFO  2021-09-24 10:13:14,643 WHONETService::? - Get_TCWHONET_Specimen_List : MethodStart
INFO  2021-09-24 10:13:14,694 WHONETService::? - Get_TCWHONET_Specimen_List : MethodFinish
INFO  2021-09-24 10:13:14,793 WHONETService::? - Get_TCWHONET_Column_List : MethodStart
INFO  2021-09-24 10:13:14,821 WHONETService::? - Get_TCWHONET_Column_List : MethodFinish
INFO  2021-09-24 10:13:14,922 WHONETService::? - Get_TCWHONET_Organism_List : MethodStart
INFO  2021-09-24 10:13:14,989 WHONETService::? - Get_TCWHONET_Organism_List : MethodFinish
INFO  2021-09-24 10:13:15,064 WHONETService::? - Get_TCWHONET_Macro_List : MethodStart
INFO  2021-09-24 10:13:15,086 WHONETService::? - Get_TCWHONET_Macro_List : MethodFinish
INFO  2021-09-24 10:13:15,181 LogProcessService::? - GetLogProcessListWithModel : MethodStart
INFO  2021-09-24 10:13:15,212 LogProcessService::? - GetLogProcessListWithModel : MethodFinish
INFO  2021-09-24 10:13:36,319 WHONETService::? - SaveWHONET_AntibioticsListData : MethodStart
INFO  2021-09-24 10:13:36,325 WHONETService::? - ClearTCWHONET_AntibioticsDataByMST_CODE : MethodStart
INFO  2021-09-24 10:13:36,337 WHONETService::? - Get_TCWHONET_Antibiotic_List : MethodStart
INFO  2021-09-24 10:13:36,352 WHONETService::? - Get_TCWHONET_Antibiotic_List : MethodFinish
INFO  2021-09-24 10:13:36,377 WHONETService::? - ClearTCWHONET_AntibioticsDataByMST_CODE : MethodFinish
INFO  2021-09-24 10:13:37,881 WHONETService::? - SaveWHONET_AntibioticsListData : MethodFinish
INFO  2021-09-24 10:13:38,016 WHONETService::? - SaveWHONET_AntibioticSpeciesListData : MethodStart
INFO  2021-09-24 10:13:38,027 WHONETService::? - ClearTCWHONET_AntibioticSpeciesDataByMST_CODE : MethodStart
INFO  2021-09-24 10:13:38,037 WHONETService::? - Get_TCWHONET_AntibioticSpecies_List : MethodStart
INFO  2021-09-24 10:13:38,049 WHONETService::? - Get_TCWHONET_AntibioticSpecies_List : MethodFinish
INFO  2021-09-24 10:13:38,057 WHONETService::? - ClearTCWHONET_AntibioticSpeciesDataByMST_CODE : MethodFinish
INFO  2021-09-24 10:13:44,357 WHONETService::? - SaveWHONET_AntibioticSpeciesListData : MethodFinish
INFO  2021-09-24 10:13:44,449 WHONETService::? - SaveWHONET_DepartmentsListData : MethodStart
INFO  2021-09-24 10:13:44,463 WHONETService::? - ClearTCWHONET_DepartmentsDataByMST_CODE : MethodStart
INFO  2021-09-24 10:13:44,474 WHONETService::? - Get_TCWHONET_Departments_List : MethodStart
INFO  2021-09-24 10:13:44,489 WHONETService::? - Get_TCWHONET_Departments_List : MethodFinish
INFO  2021-09-24 10:13:44,499 WHONETService::? - ClearTCWHONET_DepartmentsDataByMST_CODE : MethodFinish
INFO  2021-09-24 10:13:44,573 WHONETService::? - SaveWHONET_DepartmentsListData : MethodFinish
INFO  2021-09-24 10:13:44,676 WHONETService::? - SaveWHONET_SpecimenListData : MethodStart
INFO  2021-09-24 10:13:44,842 WHONETService::? - SaveWHONET_SpecimenListData : MethodFinish
INFO  2021-09-24 10:13:44,939 WHONETService::? - SaveWHONET_ColumnListData : MethodStart
INFO  2021-09-24 10:13:44,949 WHONETService::? - ClearTCWHONET_ColumnDataByMST_CODE : MethodStart
INFO  2021-09-24 10:13:44,958 WHONETService::? - Get_TCWHONET_Column_List : MethodStart
INFO  2021-09-24 10:13:44,972 WHONETService::? - Get_TCWHONET_Column_List : MethodFinish
INFO  2021-09-24 10:13:44,982 WHONETService::? - ClearTCWHONET_ColumnDataByMST_CODE : MethodFinish
INFO  2021-09-24 10:13:45,155 WHONETService::? - SaveWHONET_ColumnListData : MethodFinish
INFO  2021-09-24 10:13:45,234 WHONETService::? - Get_TCWHONET_Antibiotic_List : MethodStart
INFO  2021-09-24 10:13:45,251 WHONETService::? - Get_TCWHONET_Antibiotic_List : MethodFinish
INFO  2021-09-24 10:13:45,313 WHONETService::? - Get_TCWHONET_AntibioticSpecies_List : MethodStart
INFO  2021-09-24 10:13:45,367 WHONETService::? - Get_TCWHONET_AntibioticSpecies_List : MethodFinish
INFO  2021-09-24 10:13:45,473 WHONETService::? - Get_TCWHONET_Departments_List : MethodStart
INFO  2021-09-24 10:13:45,491 WHONETService::? - Get_TCWHONET_Departments_List : MethodFinish
INFO  2021-09-24 10:13:45,549 WHONETService::? - Get_TCWHONET_Column_List : MethodStart
INFO  2021-09-24 10:13:45,565 WHONETService::? - Get_TCWHONET_Column_List : MethodFinish
INFO  2021-09-24 10:14:36,220 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-09-24 10:14:36,240 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-09-24 10:14:36,591 WHONETService::? - Get_TCWHONET_Antibiotic_List : MethodStart
INFO  2021-09-24 10:14:36,630 WHONETService::? - Get_TCWHONET_Antibiotic_List : MethodFinish
INFO  2021-09-24 10:14:36,710 WHONETService::? - Get_TCWHONET_AntibioticSpecies_List : MethodStart
INFO  2021-09-24 10:14:36,739 WHONETService::? - Get_TCWHONET_AntibioticSpecies_List : MethodFinish
INFO  2021-09-24 10:14:36,803 WHONETService::? - Get_TCWHONET_Departments_List : MethodStart
INFO  2021-09-24 10:14:36,822 WHONETService::? - Get_TCWHONET_Departments_List : MethodFinish
INFO  2021-09-24 10:14:36,886 WHONETService::? - Get_TCWHONET_Specimen_List : MethodStart
INFO  2021-09-24 10:14:36,906 WHONETService::? - Get_TCWHONET_Specimen_List : MethodFinish
INFO  2021-09-24 10:14:36,977 WHONETService::? - Get_TCWHONET_Column_List : MethodStart
INFO  2021-09-24 10:14:36,997 WHONETService::? - Get_TCWHONET_Column_List : MethodFinish
INFO  2021-09-24 10:14:37,052 WHONETService::? - Get_TCWHONET_Organism_List : MethodStart
INFO  2021-09-24 10:14:37,069 WHONETService::? - Get_TCWHONET_Organism_List : MethodFinish
INFO  2021-09-24 10:14:37,133 WHONETService::? - Get_TCWHONET_Macro_List : MethodStart
INFO  2021-09-24 10:14:37,150 WHONETService::? - Get_TCWHONET_Macro_List : MethodFinish
INFO  2021-09-24 10:14:37,209 LogProcessService::? - GetLogProcessListWithModel : MethodStart
INFO  2021-09-24 10:14:37,236 LogProcessService::? - GetLogProcessListWithModel : MethodFinish
INFO  2021-09-24 10:16:57,405 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-09-24 10:16:57,430 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-09-24 10:20:39,135 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-09-24 10:20:39,152 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-09-24 10:20:39,438 WHONETService::? - Get_TCWHONET_Antibiotic_List : MethodStart
INFO  2021-09-24 10:20:39,456 WHONETService::? - Get_TCWHONET_Antibiotic_List : MethodFinish
INFO  2021-09-24 10:20:39,515 WHONETService::? - Get_TCWHONET_AntibioticSpecies_List : MethodStart
INFO  2021-09-24 10:20:39,535 WHONETService::? - Get_TCWHONET_AntibioticSpecies_List : MethodFinish
INFO  2021-09-24 10:20:39,605 WHONETService::? - Get_TCWHONET_Departments_List : MethodStart
