INFO  2021-09-10 13:59:09,048 TRNoticeMessageService::? - GetListWithModelByRole : MethodStart
INFO  2021-09-10 13:59:10,340 TRNoticeMessageService::? - GetListWithModelByRole : MethodFinish
INFO  2021-09-10 13:59:30,324 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-09-10 13:59:30,652 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-09-10 13:59:40,588 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-09-10 13:59:40,725 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-09-10 13:59:45,804 LogProcessService::? - GetLogProcessListWithModel : MethodStart
INFO  2021-09-10 13:59:45,938 LogProcessService::? - GetLogProcessListWithModel : MethodFinish
INFO  2021-09-10 14:03:45,551 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-09-10 14:03:45,685 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-09-10 14:06:06,843 TRNoticeMessageService::? - GetListWithModelByRole : MethodStart
INFO  2021-09-10 14:06:07,936 TRNoticeMessageService::? - GetListWithModelByRole : MethodFinish
INFO  2021-09-10 14:06:17,215 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-09-10 14:06:17,525 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-09-10 14:08:20,011 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-09-10 14:08:20,155 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-09-10 14:08:27,583 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-09-10 14:08:27,694 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-09-10 14:08:30,456 LogProcessService::? - GetLogProcessListWithModel : MethodStart
INFO  2021-09-10 14:08:30,576 LogProcessService::? - GetLogProcessListWithModel : MethodFinish
INFO  2021-09-10 14:20:55,334 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-09-10 14:20:55,751 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-09-10 14:21:27,280 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-09-10 14:21:27,405 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-09-10 14:21:31,459 LogProcessService::? - GetLogProcessListWithModel : MethodStart
INFO  2021-09-10 14:21:31,745 LogProcessService::? - GetLogProcessListWithModel : MethodFinish
INFO  2021-09-10 14:21:44,709 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-09-10 14:21:44,827 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-09-10 14:21:51,316 TBConfigService::? - GetTBConfig : MethodStart
