INFO  2021-10-29 10:40:03,125 TRNoticeMessageService::? - GetListWithModelByRole : MethodStart
INFO  2021-10-29 10:40:04,672 TRNoticeMessageService::? - GetListWithModelByRole : MethodFinish
INFO  2021-10-29 10:44:53,075 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-10-29 10:44:53,541 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-10-29 10:45:05,681 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-10-29 10:45:05,835 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-10-29 10:45:44,458 LogProcessService::? - GetLogProcessListWithModel : MethodStart
INFO  2021-10-29 10:45:44,621 LogProcessService::? - GetLogProcessListWithModel : MethodFinish
INFO  2021-10-29 10:48:47,105 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-10-29 10:48:47,211 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-10-29 10:48:49,079 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-10-29 10:48:49,333 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-10-29 10:48:52,413 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-10-29 10:48:52,515 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-10-29 10:48:54,039 WHONETService::? - Get_TCWHONET_Antibiotic_List : MethodStart
INFO  2021-10-29 10:48:54,123 WHONETService::? - Get_TCWHONET_Antibiotic_List : MethodFinish
INFO  2021-10-29 10:48:54,178 WHONETService::? - Get_TCWHONET_AntibioticSpecies_List : MethodStart
INFO  2021-10-29 10:48:54,244 WHONETService::? - Get_TCWHONET_AntibioticSpecies_List : MethodFinish
INFO  2021-10-29 10:48:54,285 WHONETService::? - Get_TCWHONET_Departments_List : MethodStart
INFO  2021-10-29 10:48:54,336 WHONETService::? - Get_TCWHONET_Departments_List : MethodFinish
INFO  2021-10-29 10:48:54,378 WHONETService::? - Get_TCWHONET_Specimen_List : MethodStart
INFO  2021-10-29 10:48:54,439 WHONETService::? - Get_TCWHONET_Specimen_List : MethodFinish
INFO  2021-10-29 10:48:54,483 WHONETService::? - Get_TCWHONET_Column_List : MethodStart
INFO  2021-10-29 10:48:54,540 WHONETService::? - Get_TCWHONET_Column_List : MethodFinish
INFO  2021-10-29 10:48:54,589 WHONETService::? - Get_TCWHONET_Organism_List : MethodStart
INFO  2021-10-29 10:48:54,703 WHONETService::? - Get_TCWHONET_Organism_List : MethodFinish
INFO  2021-10-29 10:48:54,742 WHONETService::? - Get_TCWHONET_Macro_List : MethodStart
INFO  2021-10-29 10:48:54,801 WHONETService::? - Get_TCWHONET_Macro_List : MethodFinish
INFO  2021-10-29 10:48:54,839 LogProcessService::? - GetLogProcessListWithModel : MethodStart
INFO  2021-10-29 10:48:54,953 LogProcessService::? - GetLogProcessListWithModel : MethodFinish
INFO  2021-10-29 13:09:47,715 TRNoticeMessageService::? - GetListWithModelByRole : MethodStart
INFO  2021-10-29 13:09:48,821 TRNoticeMessageService::? - GetListWithModelByRole : MethodFinish
INFO  2021-10-29 13:10:01,333 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-10-29 13:10:01,635 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-10-29 13:20:48,095 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-10-29 13:20:48,463 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-10-29 13:31:49,796 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-10-29 13:31:50,347 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-10-29 13:31:57,295 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-10-29 13:31:57,408 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-10-29 13:31:57,744 WHONETService::? - Get_TCWHONET_Antibiotic_List : MethodStart
INFO  2021-10-29 13:31:57,927 WHONETService::? - Get_TCWHONET_Antibiotic_List : MethodFinish
INFO  2021-10-29 13:31:57,984 WHONETService::? - Get_TCWHONET_AntibioticSpecies_List : MethodStart
INFO  2021-10-29 13:31:58,036 WHONETService::? - Get_TCWHONET_AntibioticSpecies_List : MethodFinish
INFO  2021-10-29 13:31:58,118 WHONETService::? - Get_TCWHONET_Departments_List : MethodStart
INFO  2021-10-29 13:31:58,162 WHONETService::? - Get_TCWHONET_Departments_List : MethodFinish
INFO  2021-10-29 13:31:58,213 WHONETService::? - Get_TCWHONET_Specimen_List : MethodStart
INFO  2021-10-29 13:31:58,261 WHONETService::? - Get_TCWHONET_Specimen_List : MethodFinish
INFO  2021-10-29 13:31:58,359 WHONETService::? - Get_TCWHONET_Column_List : MethodStart
INFO  2021-10-29 13:31:58,401 WHONETService::? - Get_TCWHONET_Column_List : MethodFinish
INFO  2021-10-29 13:31:58,449 WHONETService::? - Get_TCWHONET_Organism_List : MethodStart
INFO  2021-10-29 13:31:58,522 WHONETService::? - Get_TCWHONET_Organism_List : MethodFinish
INFO  2021-10-29 13:31:58,599 WHONETService::? - Get_TCWHONET_Macro_List : MethodStart
INFO  2021-10-29 13:31:58,645 WHONETService::? - Get_TCWHONET_Macro_List : MethodFinish
INFO  2021-10-29 13:31:58,695 LogProcessService::? - GetLogProcessListWithModel : MethodStart
INFO  2021-10-29 13:31:58,837 LogProcessService::? - GetLogProcessListWithModel : MethodFinish
INFO  2021-10-29 13:37:25,012 TRNoticeMessageService::? - GetListWithModelByRole : MethodStart
INFO  2021-10-29 13:37:26,741 TRNoticeMessageService::? - GetListWithModelByRole : MethodFinish
INFO  2021-10-29 13:41:57,733 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-10-29 13:41:58,382 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-10-29 13:42:08,412 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-10-29 13:42:08,689 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-10-29 13:42:09,128 WHONETService::? - Get_TCWHONET_Antibiotic_List : MethodStart
INFO  2021-10-29 13:42:09,179 WHONETService::? - Get_TCWHONET_Antibiotic_List : MethodFinish
INFO  2021-10-29 13:42:09,233 WHONETService::? - Get_TCWHONET_AntibioticSpecies_List : MethodStart
INFO  2021-10-29 13:42:09,347 WHONETService::? - Get_TCWHONET_AntibioticSpecies_List : MethodFinish
INFO  2021-10-29 13:42:09,386 WHONETService::? - Get_TCWHONET_Departments_List : MethodStart
INFO  2021-10-29 13:42:09,430 WHONETService::? - Get_TCWHONET_Departments_List : MethodFinish
INFO  2021-10-29 13:42:09,472 WHONETService::? - Get_TCWHONET_Specimen_List : MethodStart
INFO  2021-10-29 13:42:09,513 WHONETService::? - Get_TCWHONET_Specimen_List : MethodFinish
INFO  2021-10-29 13:42:09,558 WHONETService::? - Get_TCWHONET_Column_List : MethodStart
INFO  2021-10-29 13:42:09,677 WHONETService::? - Get_TCWHONET_Column_List : MethodFinish
INFO  2021-10-29 13:42:09,727 WHONETService::? - Get_TCWHONET_Organism_List : MethodStart
INFO  2021-10-29 13:42:09,856 WHONETService::? - Get_TCWHONET_Organism_List : MethodFinish
INFO  2021-10-29 13:42:09,908 WHONETService::? - Get_TCWHONET_Macro_List : MethodStart
INFO  2021-10-29 13:42:09,967 WHONETService::? - Get_TCWHONET_Macro_List : MethodFinish
INFO  2021-10-29 13:42:10,010 LogProcessService::? - GetLogProcessListWithModel : MethodStart
INFO  2021-10-29 13:42:10,151 LogProcessService::? - GetLogProcessListWithModel : MethodFinish
INFO  2021-10-29 13:43:05,413 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-10-29 13:43:05,522 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-10-29 13:43:05,825 WHONETService::? - Get_TCWHONET_Antibiotic_List : MethodStart
INFO  2021-10-29 13:43:05,867 WHONETService::? - Get_TCWHONET_Antibiotic_List : MethodFinish
INFO  2021-10-29 13:43:05,908 WHONETService::? - Get_TCWHONET_AntibioticSpecies_List : MethodStart
INFO  2021-10-29 13:43:05,963 WHONETService::? - Get_TCWHONET_AntibioticSpecies_List : MethodFinish
INFO  2021-10-29 13:43:06,050 WHONETService::? - Get_TCWHONET_Departments_List : MethodStart
INFO  2021-10-29 13:43:06,092 WHONETService::? - Get_TCWHONET_Departments_List : MethodFinish
INFO  2021-10-29 13:43:06,166 WHONETService::? - Get_TCWHONET_Specimen_List : MethodStart
INFO  2021-10-29 13:43:06,207 WHONETService::? - Get_TCWHONET_Specimen_List : MethodFinish
INFO  2021-10-29 13:43:06,283 WHONETService::? - Get_TCWHONET_Column_List : MethodStart
INFO  2021-10-29 13:43:06,327 WHONETService::? - Get_TCWHONET_Column_List : MethodFinish
INFO  2021-10-29 13:43:06,380 WHONETService::? - Get_TCWHONET_Organism_List : MethodStart
INFO  2021-10-29 13:43:06,423 WHONETService::? - Get_TCWHONET_Organism_List : MethodFinish
INFO  2021-10-29 13:43:06,454 WHONETService::? - Get_TCWHONET_Macro_List : MethodStart
INFO  2021-10-29 13:43:06,498 WHONETService::? - Get_TCWHONET_Macro_List : MethodFinish
INFO  2021-10-29 13:43:06,564 LogProcessService::? - GetLogProcessListWithModel : MethodStart
INFO  2021-10-29 13:43:06,673 LogProcessService::? - GetLogProcessListWithModel : MethodFinish
INFO  2021-10-29 13:44:55,017 TRNoticeMessageService::? - GetListWithModelByRole : MethodStart
INFO  2021-10-29 13:44:56,069 TRNoticeMessageService::? - GetListWithModelByRole : MethodFinish
INFO  2021-10-29 14:05:39,209 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-10-29 14:05:39,758 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-10-29 14:05:47,780 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-10-29 14:05:47,919 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-10-29 14:05:48,222 WHONETService::? - Get_TCWHONET_Antibiotic_List : MethodStart
INFO  2021-10-29 14:05:48,420 WHONETService::? - Get_TCWHONET_Antibiotic_List : MethodFinish
INFO  2021-10-29 14:05:48,475 WHONETService::? - Get_TCWHONET_AntibioticSpecies_List : MethodStart
INFO  2021-10-29 14:05:48,532 WHONETService::? - Get_TCWHONET_AntibioticSpecies_List : MethodFinish
INFO  2021-10-29 14:05:48,571 WHONETService::? - Get_TCWHONET_Departments_List : MethodStart
INFO  2021-10-29 14:05:48,612 WHONETService::? - Get_TCWHONET_Departments_List : MethodFinish
INFO  2021-10-29 14:05:48,650 WHONETService::? - Get_TCWHONET_Specimen_List : MethodStart
INFO  2021-10-29 14:05:48,695 WHONETService::? - Get_TCWHONET_Specimen_List : MethodFinish
INFO  2021-10-29 14:05:48,739 WHONETService::? - Get_TCWHONET_Column_List : MethodStart
INFO  2021-10-29 14:05:48,782 WHONETService::? - Get_TCWHONET_Column_List : MethodFinish
INFO  2021-10-29 14:05:48,827 WHONETService::? - Get_TCWHONET_Organism_List : MethodStart
INFO  2021-10-29 14:05:48,900 WHONETService::? - Get_TCWHONET_Organism_List : MethodFinish
INFO  2021-10-29 14:05:48,945 WHONETService::? - Get_TCWHONET_Macro_List : MethodStart
INFO  2021-10-29 14:05:48,995 WHONETService::? - Get_TCWHONET_Macro_List : MethodFinish
INFO  2021-10-29 14:05:49,040 LogProcessService::? - GetLogProcessListWithModel : MethodStart
INFO  2021-10-29 14:05:49,168 LogProcessService::? - GetLogProcessListWithModel : MethodFinish
INFO  2021-10-29 14:06:23,307 WHONETService::? - Get_TCWHONET_Organism_List : MethodStart
INFO  2021-10-29 14:06:23,350 WHONETService::? - Get_TCWHONET_Organism_List : MethodFinish
INFO  2021-10-29 14:06:23,407 LogProcessService::? - GetLogProcessListWithModel : MethodStart
INFO  2021-10-29 14:06:23,511 LogProcessService::? - GetLogProcessListWithModel : MethodFinish
INFO  2021-10-29 14:09:50,056 TRNoticeMessageService::? - GetListWithModelByRole : MethodStart
INFO  2021-10-29 14:09:51,190 TRNoticeMessageService::? - GetListWithModelByRole : MethodFinish
INFO  2021-10-29 14:12:04,827 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-10-29 14:12:05,418 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-10-29 14:12:16,478 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-10-29 14:12:16,621 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-10-29 14:12:16,921 WHONETService::? - Get_TCWHONET_Antibiotic_List : MethodStart
INFO  2021-10-29 14:12:16,970 WHONETService::? - Get_TCWHONET_Antibiotic_List : MethodFinish
INFO  2021-10-29 14:12:17,032 WHONETService::? - Get_TCWHONET_AntibioticSpecies_List : MethodStart
INFO  2021-10-29 14:12:17,084 WHONETService::? - Get_TCWHONET_AntibioticSpecies_List : MethodFinish
INFO  2021-10-29 14:12:17,132 WHONETService::? - Get_TCWHONET_Departments_List : MethodStart
INFO  2021-10-29 14:12:17,180 WHONETService::? - Get_TCWHONET_Departments_List : MethodFinish
