INFO  2021-08-26 10:27:05,508 TRNoticeMessageService::? - GetListWithModelByRole : MethodStart
INFO  2021-08-26 10:27:07,369 TRNoticeMessageService::? - GetListWithModelByRole : MethodFinish
INFO  2021-08-26 10:28:42,726 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-08-26 10:28:42,805 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-08-26 10:34:37,741 TRNoticeMessageService::? - GetListWithModelByRole : MethodStart
INFO  2021-08-26 10:34:39,676 TRNoticeMessageService::? - GetListWithModelByRole : MethodFinish
INFO  2021-08-26 10:38:28,547 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-08-26 10:38:28,645 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-08-26 13:12:47,036 TRNoticeMessageService::? - GetListWithModelByRole : MethodStart
INFO  2021-08-26 13:12:47,902 TRNoticeMessageService::? - GetListWithModelByRole : MethodFinish
INFO  2021-08-26 13:12:55,864 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-08-26 13:12:55,908 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-08-26 13:13:56,598 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-08-26 13:13:56,636 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-08-26 13:14:41,637 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-08-26 13:14:41,645 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-08-26 13:14:48,519 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2021-08-26 13:14:48,521 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2021-08-26 13:14:48,547 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2021-08-26 13:14:48,550 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
INFO  2021-08-26 13:16:58,229 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2021-08-26 13:16:58,231 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2021-08-26 13:16:58,258 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2021-08-26 13:16:58,260 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
INFO  2021-08-26 13:17:13,985 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2021-08-26 13:17:13,987 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2021-08-26 13:17:14,002 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2021-08-26 13:17:14,005 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
INFO  2021-08-26 13:17:27,110 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2021-08-26 13:17:27,112 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2021-08-26 13:17:27,118 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2021-08-26 13:17:27,121 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
INFO  2021-08-26 13:18:04,921 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2021-08-26 13:18:04,922 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2021-08-26 13:18:04,949 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2021-08-26 13:18:04,950 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
INFO  2021-08-26 13:18:08,425 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-08-26 13:18:08,447 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-08-26 13:36:58,053 TRNoticeMessageService::? - GetListWithModelByRole : MethodStart
INFO  2021-08-26 13:36:58,816 TRNoticeMessageService::? - GetListWithModelByRole : MethodFinish
INFO  2021-08-26 13:37:06,095 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-08-26 13:37:06,136 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-08-26 14:08:50,833 TRNoticeMessageService::? - GetListWithModelByRole : MethodStart
INFO  2021-08-26 14:08:52,072 TRNoticeMessageService::? - GetListWithModelByRole : MethodFinish
INFO  2021-08-26 14:13:16,434 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-08-26 14:13:16,486 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-08-26 22:24:27,601 TRNoticeMessageService::? - GetListWithModelByRole : MethodStart
INFO  2021-08-26 22:24:29,023 TRNoticeMessageService::? - GetListWithModelByRole : MethodFinish
INFO  2021-08-26 22:25:01,543 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-08-26 22:25:01,618 TBConfigService::? - GetTBConfig : MethodFinish
