INFO  2021-07-23 13:18:19,715 TRNoticeMessageService::? - GetListWithModelByRole : MethodStart
INFO  2021-07-23 13:18:20,713 TRNoticeMessageService::? - GetListWithModelByRole : MethodFinish
INFO  2021-07-23 13:18:31,068 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-07-23 13:18:31,121 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-07-23 13:20:44,265 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-07-23 13:20:44,310 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-07-23 13:21:03,959 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-07-23 13:21:03,969 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-07-23 13:21:06,220 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-07-23 13:21:06,225 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-07-23 13:21:15,819 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-07-23 13:21:15,828 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-07-23 13:21:46,080 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-07-23 13:21:46,089 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-07-23 13:21:52,525 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-07-23 13:21:52,531 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-07-23 13:22:56,830 LogProcessService::? - GetLogProcessListWithModel : MethodStart
INFO  2021-07-23 13:22:56,863 LogProcessService::? - GetLogProcessListWithModel : MethodFinish
INFO  2021-07-23 13:22:59,117 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-07-23 13:22:59,140 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-07-23 13:23:02,784 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-07-23 13:23:02,788 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-07-23 13:24:23,183 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2021-07-23 13:24:23,185 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2021-07-23 13:24:23,221 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2021-07-23 13:24:23,224 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
INFO  2021-07-23 13:25:02,340 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2021-07-23 13:25:02,342 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2021-07-23 13:25:02,356 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2021-07-23 13:25:02,356 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
INFO  2021-07-23 13:25:31,202 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2021-07-23 13:25:31,203 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2021-07-23 13:25:31,223 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2021-07-23 13:25:31,224 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
INFO  2021-07-23 13:50:42,914 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2021-07-23 13:50:42,915 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2021-07-23 13:50:42,994 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2021-07-23 13:50:42,998 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
INFO  2021-07-23 13:50:55,501 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2021-07-23 13:50:55,503 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2021-07-23 13:50:55,507 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2021-07-23 13:50:55,508 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
INFO  2021-07-23 13:51:19,596 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-07-23 13:51:19,634 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-07-23 13:51:21,868 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-07-23 13:51:21,871 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-07-23 13:51:22,163 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2021-07-23 13:51:22,165 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2021-07-23 13:51:22,173 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2021-07-23 13:51:22,173 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
INFO  2021-07-23 13:51:48,155 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2021-07-23 13:51:48,156 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2021-07-23 13:51:48,181 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2021-07-23 13:51:48,182 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
INFO  2021-07-23 13:52:44,404 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2021-07-23 13:52:44,405 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2021-07-23 13:52:44,427 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2021-07-23 13:52:44,428 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
INFO  2021-07-23 13:52:56,885 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2021-07-23 13:52:56,886 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2021-07-23 13:52:56,897 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2021-07-23 13:52:56,898 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
