INFO  2021-09-01 09:21:45,706 TRNoticeMessageService::? - GetListWithModelByRole : MethodStart
INFO  2021-09-01 09:21:47,704 TRNoticeMessageService::? - GetListWithModelByRole : MethodFinish
INFO  2021-09-01 09:21:52,531 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-09-01 09:21:52,596 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-09-01 09:22:11,853 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-09-01 09:22:11,926 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-09-01 09:22:33,946 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-09-01 09:22:33,972 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-09-01 09:22:39,144 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-09-01 09:22:39,154 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-09-01 09:22:43,158 LogProcessService::? - GetLogProcessListWithModel : MethodStart
INFO  2021-09-01 09:22:43,212 LogProcessService::? - GetLogProcessListWithModel : MethodFinish
INFO  2021-09-01 09:36:07,307 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-09-01 09:36:07,344 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-09-01 09:36:18,312 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-09-01 09:36:18,326 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-09-01 09:36:21,295 LogProcessService::? - GetLogProcessListWithModel : MethodStart
INFO  2021-09-01 09:36:21,321 LogProcessService::? - GetLogProcessListWithModel : MethodFinish
INFO  2021-09-01 09:41:10,431 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-09-01 09:41:10,456 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-09-01 09:41:21,179 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-09-01 09:41:21,205 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-09-01 09:41:24,888 LogProcessService::? - GetLogProcessListWithModel : MethodStart
INFO  2021-09-01 09:41:24,909 LogProcessService::? - GetLogProcessListWithModel : MethodFinish
INFO  2021-09-01 09:49:04,734 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-09-01 09:49:04,764 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-09-01 09:49:35,152 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2021-09-01 09:49:35,156 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2021-09-01 09:49:35,245 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2021-09-01 09:49:35,252 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
INFO  2021-09-01 09:49:37,369 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-09-01 09:49:37,378 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-09-01 09:49:39,572 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-09-01 09:49:39,588 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-09-01 09:49:51,870 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-09-01 09:49:51,880 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-09-01 09:50:20,285 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-09-01 09:50:20,304 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-09-01 09:50:22,657 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-09-01 09:50:22,666 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-09-01 09:50:25,492 LogProcessService::? - GetLogProcessListWithModel : MethodStart
INFO  2021-09-01 09:50:25,510 LogProcessService::? - GetLogProcessListWithModel : MethodFinish
INFO  2021-09-01 09:50:32,161 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-09-01 09:50:32,170 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-09-01 09:52:18,596 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-09-01 09:52:18,614 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-09-01 09:52:32,833 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-09-01 09:52:32,844 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-09-01 10:13:25,377 TRNoticeMessageService::? - GetListWithModelByRole : MethodStart
INFO  2021-09-01 10:13:27,520 TRNoticeMessageService::? - GetListWithModelByRole : MethodFinish
INFO  2021-09-01 10:13:33,313 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-09-01 10:13:33,429 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-09-01 10:14:14,198 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-09-01 10:14:14,326 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-09-01 11:38:06,892 TRNoticeMessageService::? - GetListWithModelByRole : MethodStart
INFO  2021-09-01 11:38:07,673 TRNoticeMessageService::? - GetListWithModelByRole : MethodFinish
INFO  2021-09-01 11:39:26,266 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-09-01 11:39:26,320 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-09-01 11:44:39,928 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-09-01 11:44:39,985 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-09-01 11:49:27,461 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-09-01 11:49:27,608 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-09-01 11:50:54,461 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-09-01 11:50:54,469 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-09-01 12:09:49,884 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-09-01 12:09:49,897 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-09-01 12:14:14,398 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-09-01 12:14:14,411 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-09-01 12:18:26,982 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-09-01 12:18:26,991 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-09-01 12:18:29,403 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2021-09-01 12:18:29,404 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2021-09-01 12:18:29,439 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2021-09-01 12:18:29,442 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
INFO  2021-09-01 12:25:55,931 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-09-01 12:25:55,942 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-09-01 12:25:58,840 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-09-01 12:25:58,844 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-09-01 12:25:59,958 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2021-09-01 12:25:59,959 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2021-09-01 12:25:59,973 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2021-09-01 12:25:59,974 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
INFO  2021-09-01 12:26:23,678 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-09-01 12:26:23,683 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-09-01 12:26:24,993 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodStart
INFO  2021-09-01 12:26:24,994 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodStart
INFO  2021-09-01 12:26:25,003 TCWHONET_AntibioticsDAC::? - GetList_Active : MethodFinish
INFO  2021-09-01 12:26:25,004 WHONETService::? - Get_TCWHONET_Antibiotics_Acitve_List : MethodFinish
