INFO  2021-11-09 10:27:10,588 TRNoticeMessageService::? - GetListWithModelByRole : MethodStart
INFO  2021-11-09 10:27:11,839 TRNoticeMessageService::? - GetListWithModelByRole : MethodFinish
INFO  2021-11-09 10:27:35,023 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-11-09 10:27:35,338 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-11-09 10:28:07,500 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-11-09 10:28:07,635 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-11-09 10:28:08,175 WHONETService::? - Get_TCWHONET_Antibiotic_List : MethodStart
INFO  2021-11-09 10:28:08,285 WHONETService::? - Get_TCWHONET_Antibiotic_List : MethodFinish
INFO  2021-11-09 10:28:08,346 WHONETService::? - Get_TCWHONET_AntibioticSpecies_List : MethodStart
INFO  2021-11-09 10:28:08,637 WHONETService::? - Get_TCWHONET_AntibioticSpecies_List : MethodFinish
INFO  2021-11-09 10:28:08,734 WHONETService::? - Get_TCWHONET_Departments_List : MethodStart
INFO  2021-11-09 10:28:08,813 WHONETService::? - Get_TCWHONET_Departments_List : MethodFinish
INFO  2021-11-09 10:28:08,873 WHONETService::? - Get_TCWHONET_Specimen_List : MethodStart
INFO  2021-11-09 10:28:08,933 WHONETService::? - Get_TCWHONET_Specimen_List : MethodFinish
INFO  2021-11-09 10:28:08,986 WHONETService::? - Get_TCWHONET_Column_List : MethodStart
INFO  2021-11-09 10:28:09,043 WHONETService::? - Get_TCWHONET_Column_List : MethodFinish
INFO  2021-11-09 10:28:09,091 WHONETService::? - Get_TCWHONET_Organism_List : MethodStart
INFO  2021-11-09 10:28:09,671 WHONETService::? - Get_TCWHONET_Organism_List : MethodFinish
INFO  2021-11-09 10:28:09,804 WHONETService::? - Get_TCWHONET_Macro_List : MethodStart
INFO  2021-11-09 10:28:09,896 WHONETService::? - Get_TCWHONET_Macro_List : MethodFinish
INFO  2021-11-09 10:28:09,951 LogProcessService::? - GetLogProcessListWithModel : MethodStart
INFO  2021-11-09 10:28:10,073 LogProcessService::? - GetLogProcessListWithModel : MethodFinish
INFO  2021-11-09 10:33:09,614 TRNoticeMessageService::? - GetListWithModelByRole : MethodStart
INFO  2021-11-09 10:33:10,633 TRNoticeMessageService::? - GetListWithModelByRole : MethodFinish
INFO  2021-11-09 10:33:18,367 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-11-09 10:33:18,676 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-11-09 10:33:30,809 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-11-09 10:33:30,949 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-11-09 10:33:31,241 WHONETService::? - Get_TCWHONET_Antibiotic_List : MethodStart
INFO  2021-11-09 10:33:31,322 WHONETService::? - Get_TCWHONET_Antibiotic_List : MethodFinish
INFO  2021-11-09 10:33:31,383 WHONETService::? - Get_TCWHONET_AntibioticSpecies_List : MethodStart
INFO  2021-11-09 10:33:31,645 WHONETService::? - Get_TCWHONET_AntibioticSpecies_List : MethodFinish
INFO  2021-11-09 10:33:31,727 WHONETService::? - Get_TCWHONET_Departments_List : MethodStart
INFO  2021-11-09 10:33:31,776 WHONETService::? - Get_TCWHONET_Departments_List : MethodFinish
INFO  2021-11-09 10:33:31,819 WHONETService::? - Get_TCWHONET_Specimen_List : MethodStart
INFO  2021-11-09 10:33:31,871 WHONETService::? - Get_TCWHONET_Specimen_List : MethodFinish
INFO  2021-11-09 10:33:31,916 WHONETService::? - Get_TCWHONET_Column_List : MethodStart
INFO  2021-11-09 10:33:31,966 WHONETService::? - Get_TCWHONET_Column_List : MethodFinish
INFO  2021-11-09 10:33:32,013 WHONETService::? - Get_TCWHONET_Organism_List : MethodStart
INFO  2021-11-09 10:33:32,521 WHONETService::? - Get_TCWHONET_Organism_List : MethodFinish
INFO  2021-11-09 10:33:32,620 WHONETService::? - Get_TCWHONET_Macro_List : MethodStart
INFO  2021-11-09 10:33:32,714 WHONETService::? - Get_TCWHONET_Macro_List : MethodFinish
INFO  2021-11-09 10:33:32,770 LogProcessService::? - GetLogProcessListWithModel : MethodStart
INFO  2021-11-09 10:33:32,887 LogProcessService::? - GetLogProcessListWithModel : MethodFinish
INFO  2021-11-09 10:39:19,396 TRNoticeMessageService::? - GetListWithModelByRole : MethodStart
INFO  2021-11-09 10:39:20,423 TRNoticeMessageService::? - GetListWithModelByRole : MethodFinish
INFO  2021-11-09 10:39:47,538 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-11-09 10:39:48,060 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-11-09 10:40:00,045 TBConfigService::? - GetTBConfig : MethodStart
INFO  2021-11-09 10:40:00,212 TBConfigService::? - GetTBConfig : MethodFinish
INFO  2021-11-09 10:40:00,558 WHONETService::? - Get_TCWHONET_Antibiotic_List : MethodStart
INFO  2021-11-09 10:40:00,635 WHONETService::? - Get_TCWHONET_Antibiotic_List : MethodFinish
INFO  2021-11-09 10:40:00,694 WHONETService::? - Get_TCWHONET_AntibioticSpecies_List : MethodStart
INFO  2021-11-09 10:40:01,039 WHONETService::? - Get_TCWHONET_AntibioticSpecies_List : MethodFinish
INFO  2021-11-09 10:40:01,104 WHONETService::? - Get_TCWHONET_Departments_List : MethodStart
INFO  2021-11-09 10:40:01,150 WHONETService::? - Get_TCWHONET_Departments_List : MethodFinish
INFO  2021-11-09 10:40:01,192 WHONETService::? - Get_TCWHONET_Specimen_List : MethodStart
INFO  2021-11-09 10:40:01,267 WHONETService::? - Get_TCWHONET_Specimen_List : MethodFinish
INFO  2021-11-09 10:40:01,317 WHONETService::? - Get_TCWHONET_Column_List : MethodStart
INFO  2021-11-09 10:40:01,363 WHONETService::? - Get_TCWHONET_Column_List : MethodFinish
INFO  2021-11-09 10:40:01,414 WHONETService::? - Get_TCWHONET_Organism_List : MethodStart
INFO  2021-11-09 10:40:02,116 WHONETService::? - Get_TCWHONET_Organism_List : MethodFinish
INFO  2021-11-09 10:40:02,211 WHONETService::? - Get_TCWHONET_Macro_List : MethodStart
INFO  2021-11-09 10:40:02,291 WHONETService::? - Get_TCWHONET_Macro_List : MethodFinish
INFO  2021-11-09 10:40:02,336 LogProcessService::? - GetLogProcessListWithModel : MethodStart
INFO  2021-11-09 10:40:02,444 LogProcessService::? - GetLogProcessListWithModel : MethodFinish
INFO  2021-11-09 10:46:22,255 LogProcessService::? - GetLogProcessListWithModel : MethodStart
INFO  2021-11-09 10:46:22,604 LogProcessService::? - GetLogProcessListWithModel : MethodFinish
INFO  2021-11-09 10:52:21,982 TRNoticeMessageService::? - GetListWithModelByRole : MethodStart
INFO  2021-11-09 10:52:23,022 TRNoticeMessageService::? - GetListWithModelByRole : MethodFinish
INFO  2021-11-09 10:52:35,945 TBConfigService::? - GetTBConfig : MethodStart
