INFO  2021-09-27 11:09:02,778 HISFileUploadService::? - GetHISFileTemplate_Actice_WithModel : MethodStart
INFO  2021-09-27 11:41:41,331 HISFileUploadService::? - GetHISFileTemplate_Actice_WithModel : MethodFinish
INFO  2021-09-27 11:41:41,414 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodStart
INFO  2021-09-27 11:41:41,459 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodFinish
INFO  2021-09-27 11:42:03,620 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodStart
INFO  2021-09-27 11:42:03,673 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodFinish
INFO  2021-09-27 11:42:27,715 HISFileUploadService::? - SaveLabFileUploadData : MethodStart
INFO  2021-09-27 11:42:28,414 HISFileUploadService::? - SaveFileUploadSummary : MethodStart
INFO  2021-09-27 11:42:28,672 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodStart
INFO  2021-09-27 11:42:28,750 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodFinish
INFO  2021-09-27 11:42:31,405 HISFileUploadService::? - GetHISFileUploadDataById : MethodStart
INFO  2021-09-27 11:42:31,423 HISFileUploadService::? - GetHISFileUploadDataById : MethodFinish
INFO  2021-09-27 11:42:31,501 HISFileUploadService::? - GetHISFileUploadSummaryByUploadId : MethodStart
INFO  2021-09-27 11:42:31,557 HISFileUploadService::? - GetHISFileUploadSummaryByUploadId : MethodFinish
INFO  2021-09-27 11:42:34,084 HISFileUploadService::? - GetHISFileTemplate_Actice_WithModel : MethodStart
INFO  2021-09-27 11:42:34,098 HISFileUploadService::? - GetHISFileTemplate_Actice_WithModel : MethodFinish
INFO  2021-09-27 11:42:34,175 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodStart
INFO  2021-09-27 11:42:34,200 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodFinish
INFO  2021-09-27 13:11:05,694 HISFileUploadService::? - GetHISFileTemplate_Actice_WithModel : MethodStart
INFO  2021-09-27 13:11:07,438 HISFileUploadService::? - GetHISFileTemplate_Actice_WithModel : MethodFinish
INFO  2021-09-27 13:11:07,573 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodStart
INFO  2021-09-27 13:11:07,726 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodFinish
INFO  2021-09-27 13:11:23,374 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodStart
INFO  2021-09-27 13:11:23,512 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodFinish
INFO  2021-09-27 13:30:05,873 HISFileUploadService::? - GetHISFileTemplate_Actice_WithModel : MethodStart
INFO  2021-09-27 13:30:07,823 HISFileUploadService::? - GetHISFileTemplate_Actice_WithModel : MethodFinish
INFO  2021-09-27 13:30:07,972 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodStart
INFO  2021-09-27 13:30:08,124 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodFinish
INFO  2021-09-27 13:30:15,569 HISFileUploadService::? - GetHISFileUploadDataById : MethodStart
INFO  2021-09-27 13:30:15,642 HISFileUploadService::? - GetHISFileUploadDataById : MethodFinish
INFO  2021-09-27 13:30:15,708 HISFileUploadService::? - GetHISFileUploadSummaryByUploadId : MethodStart
INFO  2021-09-27 13:30:15,770 HISFileUploadService::? - GetHISFileUploadSummaryByUploadId : MethodFinish
INFO  2021-09-27 13:30:33,522 HISFileUploadService::? - GetHISFileTemplate_Actice_WithModel : MethodStart
INFO  2021-09-27 13:30:33,540 HISFileUploadService::? - GetHISFileTemplate_Actice_WithModel : MethodFinish
INFO  2021-09-27 13:30:33,690 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodStart
INFO  2021-09-27 13:30:33,743 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodFinish
INFO  2021-09-27 13:30:39,766 HISFileUploadService::? - GetHISFileUploadDataById : MethodStart
INFO  2021-09-27 13:30:39,806 HISFileUploadService::? - GetHISFileUploadDataById : MethodFinish
INFO  2021-09-27 13:30:40,012 HISFileUploadService::? - GetHISFileUploadSummaryByUploadId : MethodStart
INFO  2021-09-27 13:30:40,121 HISFileUploadService::? - GetHISFileUploadSummaryByUploadId : MethodFinish
INFO  2021-09-27 13:30:47,756 HISFileUploadService::? - GetHISFileTemplate_Actice_WithModel : MethodStart
INFO  2021-09-27 13:30:47,788 HISFileUploadService::? - GetHISFileTemplate_Actice_WithModel : MethodFinish
INFO  2021-09-27 13:30:48,010 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodStart
INFO  2021-09-27 13:30:48,074 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodFinish
INFO  2021-09-27 13:34:55,483 HISFileUploadService::? - GetHISFileTemplate_Actice_WithModel : MethodStart
INFO  2021-09-27 13:34:57,012 HISFileUploadService::? - GetHISFileTemplate_Actice_WithModel : MethodFinish
INFO  2021-09-27 13:34:57,144 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodStart
INFO  2021-09-27 13:34:57,282 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodFinish
INFO  2021-09-27 13:35:23,973 HISFileUploadService::? - GetHISFileUploadDataById : MethodStart
INFO  2021-09-27 13:35:24,075 HISFileUploadService::? - GetHISFileUploadDataById : MethodFinish
INFO  2021-09-27 13:35:24,217 HISFileUploadService::? - GetHISFileUploadSummaryByUploadId : MethodStart
INFO  2021-09-27 13:35:24,282 HISFileUploadService::? - GetHISFileUploadSummaryByUploadId : MethodFinish
INFO  2021-09-27 13:35:30,054 HISFileUploadService::? - GetHISFileTemplate_Actice_WithModel : MethodStart
INFO  2021-09-27 13:35:30,066 HISFileUploadService::? - GetHISFileTemplate_Actice_WithModel : MethodFinish
INFO  2021-09-27 13:35:30,149 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodStart
INFO  2021-09-27 13:35:30,183 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodFinish
INFO  2021-09-27 16:32:43,582 HISFileUploadService::? - GetHISFileTemplate_Actice_WithModel : MethodStart
INFO  2021-09-27 16:32:44,513 HISFileUploadService::? - GetHISFileTemplate_Actice_WithModel : MethodFinish
INFO  2021-09-27 16:32:44,608 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodStart
INFO  2021-09-27 16:32:44,884 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodFinish
INFO  2021-09-27 17:03:03,313 HISFileUploadService::? - GetHISFileTemplate_Actice_WithModel : MethodStart
INFO  2021-09-27 17:03:04,134 HISFileUploadService::? - GetHISFileTemplate_Actice_WithModel : MethodFinish
INFO  2021-09-27 17:03:04,230 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodStart
INFO  2021-09-27 17:03:04,322 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodFinish
INFO  2021-09-27 17:03:22,693 HISFileUploadService::? - GetHISFileUploadDataById : MethodStart
INFO  2021-09-27 17:03:22,733 HISFileUploadService::? - GetHISFileUploadDataById : MethodFinish
INFO  2021-09-27 17:03:22,779 HISFileUploadService::? - GetHISFileUploadSummaryByUploadId : MethodStart
INFO  2021-09-27 17:03:22,817 HISFileUploadService::? - GetHISFileUploadSummaryByUploadId : MethodFinish
INFO  2021-09-27 17:03:33,803 HISFileUploadService::? - GetHISFileTemplate_Actice_WithModel : MethodStart
INFO  2021-09-27 17:03:33,808 HISFileUploadService::? - GetHISFileTemplate_Actice_WithModel : MethodFinish
INFO  2021-09-27 17:03:33,843 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodStart
INFO  2021-09-27 17:03:33,856 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodFinish
INFO  2021-09-27 17:37:39,374 HISFileUploadService::? - GetHISFileTemplate_Actice_WithModel : MethodStart
INFO  2021-09-27 17:37:40,166 HISFileUploadService::? - GetHISFileTemplate_Actice_WithModel : MethodFinish
INFO  2021-09-27 17:37:40,240 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodStart
INFO  2021-09-27 17:37:40,318 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodFinish
INFO  2021-09-27 17:37:50,207 HISFileUploadService::? - GetHISFileUploadDataById : MethodStart
INFO  2021-09-27 17:37:50,246 HISFileUploadService::? - GetHISFileUploadDataById : MethodFinish
INFO  2021-09-27 17:37:50,288 HISFileUploadService::? - GetHISFileUploadSummaryByUploadId : MethodStart
INFO  2021-09-27 17:37:50,326 HISFileUploadService::? - GetHISFileUploadSummaryByUploadId : MethodFinish
INFO  2021-09-27 17:37:53,913 HISFileUploadService::? - SaveLabFileUploadData : MethodStart
INFO  2021-09-27 17:37:55,432 HISFileUploadService::? - GetHISFileUploadDataById : MethodStart
INFO  2021-09-27 17:37:55,449 HISFileUploadService::? - GetHISFileUploadDataById : MethodFinish
INFO  2021-09-27 17:37:55,494 HISFileUploadService::? - GetHISFileUploadSummaryByUploadId : MethodStart
INFO  2021-09-27 17:37:55,510 HISFileUploadService::? - GetHISFileUploadSummaryByUploadId : MethodFinish
INFO  2021-09-27 17:37:59,985 HISFileUploadService::? - GetHISFileTemplate_Actice_WithModel : MethodStart
INFO  2021-09-27 17:37:59,990 HISFileUploadService::? - GetHISFileTemplate_Actice_WithModel : MethodFinish
INFO  2021-09-27 17:38:00,033 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodStart
INFO  2021-09-27 17:38:00,052 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodFinish
INFO  2021-09-27 17:38:05,614 HISFileUploadService::? - GetHISFileUploadDataById : MethodStart
INFO  2021-09-27 17:38:05,630 HISFileUploadService::? - GetHISFileUploadDataById : MethodFinish
INFO  2021-09-27 17:38:05,667 HISFileUploadService::? - GetHISFileUploadSummaryByUploadId : MethodStart
INFO  2021-09-27 17:38:05,999 HISFileUploadService::? - GetHISFileUploadSummaryByUploadId : MethodFinish
INFO  2021-09-27 17:38:09,080 HISFileUploadService::? - GetHISFileTemplate_Actice_WithModel : MethodStart
INFO  2021-09-27 17:38:09,087 HISFileUploadService::? - GetHISFileTemplate_Actice_WithModel : MethodFinish
INFO  2021-09-27 17:38:09,121 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodStart
INFO  2021-09-27 17:38:09,141 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodFinish
INFO  2021-09-27 17:43:23,227 HISFileUploadService::? - SaveLabFileUploadData : MethodStart
INFO  2021-09-27 17:43:23,360 HISFileUploadService::? - SaveFileUploadSummary : MethodStart
INFO  2021-09-27 17:43:23,568 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodStart
INFO  2021-09-27 17:43:23,594 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodFinish
INFO  2021-09-27 17:45:06,543 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodStart
INFO  2021-09-27 17:45:06,563 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodFinish
INFO  2021-09-27 17:51:12,261 HISFileUploadService::? - GetHISFileTemplate_Actice_WithModel : MethodStart
INFO  2021-09-27 17:51:13,126 HISFileUploadService::? - GetHISFileTemplate_Actice_WithModel : MethodFinish
INFO  2021-09-27 17:51:13,208 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodStart
INFO  2021-09-27 17:51:13,287 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodFinish
INFO  2021-09-27 17:51:19,846 HISFileUploadService::? - GetHISFileTemplate_Actice_WithModel : MethodStart
INFO  2021-09-27 17:51:19,893 HISFileUploadService::? - GetHISFileTemplate_Actice_WithModel : MethodFinish
INFO  2021-09-27 17:51:19,943 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodStart
INFO  2021-09-27 17:51:19,979 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodFinish
INFO  2021-09-27 18:16:26,892 HISFileUploadService::? - GetHISFileTemplate_Actice_WithModel : MethodStart
INFO  2021-09-27 18:16:28,894 HISFileUploadService::? - GetHISFileTemplate_Actice_WithModel : MethodFinish
INFO  2021-09-27 18:16:29,063 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodStart
INFO  2021-09-27 18:16:29,249 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodFinish
INFO  2021-09-27 18:17:57,562 HISFileUploadService::? - SaveLabFileUploadData : MethodStart
INFO  2021-09-27 18:17:58,005 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodStart
INFO  2021-09-27 18:17:58,032 HISFileUploadService::? - GetHISFileUploadListWithModel : MethodFinish
INFO  2021-09-27 19:12:56,791 HISFileUploadService::? - GetHISFileTemplate_Actice_WithModel : MethodStart
INFO  2021-09-27 19:12:58,490 HISFileUploadService::? - GetHISFileTemplate_Actice_WithModel : MethodFinish
INFO  2021-09-27 19:14:16,915 HISFileUploadService::? - GetTRSPWithHisDetail : MethodStart
INFO  2021-09-27 19:17:40,907 HISFileUploadService::? - GetHISFileTemplate_Actice_WithModel : MethodStart
INFO  2021-09-27 19:17:41,364 HISFileUploadService::? - GetHISFileTemplate_Actice_WithModel : MethodFinish
INFO  2021-09-27 19:25:47,909 HISFileUploadService::? - GetTRSPWithHisDetail : MethodFinish
INFO  2021-09-27 19:29:58,246 HISFileUploadService::? - GetHISFileTemplate_Actice_WithModel : MethodStart
INFO  2021-09-27 19:29:59,683 HISFileUploadService::? - GetHISFileTemplate_Actice_WithModel : MethodFinish
INFO  2021-09-27 19:31:06,310 HISFileUploadService::? - GetTRSPWithHisDetail : MethodStart
INFO  2021-09-27 19:34:10,436 HISFileUploadService::? - GetHISFileTemplate_Actice_WithModel : MethodStart
INFO  2021-09-27 19:34:10,980 HISFileUploadService::? - GetHISFileTemplate_Actice_WithModel : MethodFinish
INFO  2021-09-27 19:35:32,888 HISFileUploadService::? - GetTRSPWithHisDetail : MethodStart
INFO  2021-09-27 19:44:02,139 HISFileUploadService::? - GetHISFileTemplate_Actice_WithModel : MethodStart
INFO  2021-09-27 19:44:04,304 HISFileUploadService::? - GetHISFileTemplate_Actice_WithModel : MethodFinish
INFO  2021-09-27 19:44:27,247 HISFileUploadService::? - GetTRSPWithHisDetail : MethodStart
INFO  2021-09-27 19:44:33,852 HISFileUploadService::? - GetTRSPWithHisDetail : MethodFinish
