INFO  2021-08-09 14:07:05,093 LabFileUploadService::? - GetLabFileUploadListWithModel : MethodStart
INFO  2021-08-09 14:07:11,908 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:11,912 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:11,925 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:11,929 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:11,943 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:11,949 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:11,969 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:11,974 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,001 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,006 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,026 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,030 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,046 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,052 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,068 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,073 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,089 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,094 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,108 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,112 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,126 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,131 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,145 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,149 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,163 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,168 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,181 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,185 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,199 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,202 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,215 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,219 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,232 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,236 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,249 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,253 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,267 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,271 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,284 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,288 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,302 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,307 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,323 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,328 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,345 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,350 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,365 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,369 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,383 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,387 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,403 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,407 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,425 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,430 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,446 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,450 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,466 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,471 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,487 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,491 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,504 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,508 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,522 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,526 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,539 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,543 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,558 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,562 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,579 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,585 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,605 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,610 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,628 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,634 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,651 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,655 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,670 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,675 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,690 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,694 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,709 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,713 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,728 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,732 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,746 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,750 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,764 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,768 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,781 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,787 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,801 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,806 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,821 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,828 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,846 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,851 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,868 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,872 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,885 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,890 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,903 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,907 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,921 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,925 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,938 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,942 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,955 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,959 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,973 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,977 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:12,990 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:12,995 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,013 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,017 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,032 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,036 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,052 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,057 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,071 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,077 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,092 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,096 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,111 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,115 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,129 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,133 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,146 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,149 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,162 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,166 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,181 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,185 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,201 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,206 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,220 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,224 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,238 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,244 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,258 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,262 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,278 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,282 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,296 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,300 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,316 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,320 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,333 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,337 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,350 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,353 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,367 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,370 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,383 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,387 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,400 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,404 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,417 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,421 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,435 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,438 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,452 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,455 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,470 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,475 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,488 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,493 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,507 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,512 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,528 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,533 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,545 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,549 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,562 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,566 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,579 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,583 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,598 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,601 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,615 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,619 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,633 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,637 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,651 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,655 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,669 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,673 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,687 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,692 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,707 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,711 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,726 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,731 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,749 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,752 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,765 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,769 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,782 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,786 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,799 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,803 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,815 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,819 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,833 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,837 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,852 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,857 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,872 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,877 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,892 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,897 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,910 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,916 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,935 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,939 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,955 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,960 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:13,979 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:13,983 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:14,000 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:14,005 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:14,022 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:14,026 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:14,041 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:14,046 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:14,061 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:14,064 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:14,078 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
INFO  2021-08-09 14:07:14,082 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodFinish
INFO  2021-08-09 14:07:14,097 LabFileUploadService::? - GetLabFileSummaryDetailBylfuId : MethodStart
