INFO  2021-09-05 00:18:44,277 LoginDataService::? - Get_LoginUser_Data : MethodStart
INFO  2021-09-05 00:18:46,991 LoginDataService::? - Get_LoginUser_Data : MethodFinish
INFO  2021-09-05 00:18:46,995 LoginDataService::? - Get_LoginUserPermission_Data : MethodStart
INFO  2021-09-05 00:18:47,207 LoginDataService::? - Get_LoginUserPermission_Data : MethodFinish
INFO  2021-09-05 00:18:47,211 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodStart
INFO  2021-09-05 00:18:47,378 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodFinish
INFO  2021-09-05 21:37:01,866 LoginDataService::? - Get_LoginUser_Data : MethodStart
INFO  2021-09-05 21:37:03,900 LoginDataService::? - Get_LoginUser_Data : MethodFinish
INFO  2021-09-05 21:37:03,903 LoginDataService::? - Get_LoginUserPermission_Data : MethodStart
INFO  2021-09-05 21:37:04,063 LoginDataService::? - Get_LoginUserPermission_Data : MethodFinish
INFO  2021-09-05 21:37:04,066 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodStart
INFO  2021-09-05 21:37:04,246 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodFinish
INFO  2021-09-05 23:24:01,097 LoginDataService::? - Get_LoginUser_Data : MethodStart
INFO  2021-09-05 23:24:03,892 LoginDataService::? - Get_LoginUser_Data : MethodFinish
INFO  2021-09-05 23:24:03,894 LoginDataService::? - Get_LoginUserPermission_Data : MethodStart
INFO  2021-09-05 23:24:04,040 LoginDataService::? - Get_LoginUserPermission_Data : MethodFinish
INFO  2021-09-05 23:24:04,044 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodStart
INFO  2021-09-05 23:24:04,213 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodFinish
INFO  2021-09-05 23:41:22,527 LoginDataService::? - Get_LoginUser_Data : MethodStart
INFO  2021-09-05 23:41:25,239 LoginDataService::? - Get_LoginUser_Data : MethodFinish
INFO  2021-09-05 23:41:25,242 LoginDataService::? - Get_LoginUserPermission_Data : MethodStart
INFO  2021-09-05 23:41:25,385 LoginDataService::? - Get_LoginUserPermission_Data : MethodFinish
INFO  2021-09-05 23:41:25,389 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodStart
INFO  2021-09-05 23:41:25,600 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodFinish
