INFO  2021-10-05 10:08:44,485 LoginDataService::? - Get_LoginUser_Data : MethodStart
INFO  2021-10-05 10:08:47,699 LoginDataService::? - Get_LoginUser_Data : MethodFinish
INFO  2021-10-05 10:08:47,704 LoginDataService::? - Get_LoginUserPermission_Data : MethodStart
INFO  2021-10-05 10:08:47,896 LoginDataService::? - Get_LoginUserPermission_Data : MethodFinish
INFO  2021-10-05 10:08:47,911 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodStart
INFO  2021-10-05 10:08:48,124 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodFinish
INFO  2021-10-05 11:20:09,550 LoginDataService::? - Get_LoginUser_Data : MethodStart
INFO  2021-10-05 11:20:10,993 LoginDataService::? - Get_LoginUser_Data : MethodFinish
INFO  2021-10-05 11:20:11,002 LoginDataService::? - Get_LoginUserPermission_Data : MethodStart
INFO  2021-10-05 11:20:11,185 LoginDataService::? - Get_LoginUserPermission_Data : MethodFinish
INFO  2021-10-05 11:20:11,191 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodStart
INFO  2021-10-05 11:20:11,337 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodFinish
INFO  2021-10-05 11:29:56,682 LoginDataService::? - Set_LogoutUser_Data : MethodStart
INFO  2021-10-05 11:29:57,230 LoginDataService::? - Set_LogoutUser_Data : MethodFinish
INFO  2021-10-05 14:25:14,801 LoginDataService::? - Get_LoginUser_Data : MethodStart
INFO  2021-10-05 14:25:16,212 LoginDataService::? - Get_LoginUser_Data : MethodFinish
INFO  2021-10-05 14:25:16,218 LoginDataService::? - Get_LoginUserPermission_Data : MethodStart
INFO  2021-10-05 14:25:16,346 LoginDataService::? - Get_LoginUserPermission_Data : MethodFinish
INFO  2021-10-05 14:25:16,352 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodStart
INFO  2021-10-05 14:25:16,477 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodFinish
INFO  2021-10-05 14:32:20,498 LoginDataService::? - Get_LoginUser_Data : MethodStart
INFO  2021-10-05 14:32:21,932 LoginDataService::? - Get_LoginUser_Data : MethodFinish
INFO  2021-10-05 14:32:21,966 LoginDataService::? - Get_LoginUserPermission_Data : MethodStart
INFO  2021-10-05 14:32:22,108 LoginDataService::? - Get_LoginUserPermission_Data : MethodFinish
INFO  2021-10-05 14:32:22,114 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodStart
INFO  2021-10-05 14:32:22,268 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodFinish
INFO  2021-10-05 14:48:47,574 LoginDataService::? - Get_LoginUser_Data : MethodStart
INFO  2021-10-05 14:48:48,901 LoginDataService::? - Get_LoginUser_Data : MethodFinish
INFO  2021-10-05 14:48:48,908 LoginDataService::? - Get_LoginUserPermission_Data : MethodStart
INFO  2021-10-05 14:48:49,034 LoginDataService::? - Get_LoginUserPermission_Data : MethodFinish
INFO  2021-10-05 14:48:49,041 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodStart
INFO  2021-10-05 14:48:49,169 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodFinish
INFO  2021-10-05 15:03:18,443 LoginDataService::? - Get_LoginUser_Data : MethodStart
INFO  2021-10-05 15:03:19,805 LoginDataService::? - Get_LoginUser_Data : MethodFinish
INFO  2021-10-05 15:03:19,811 LoginDataService::? - Get_LoginUserPermission_Data : MethodStart
INFO  2021-10-05 15:03:19,941 LoginDataService::? - Get_LoginUserPermission_Data : MethodFinish
INFO  2021-10-05 15:03:19,948 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodStart
INFO  2021-10-05 15:03:20,119 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodFinish
INFO  2021-10-05 16:03:14,338 LoginDataService::? - Get_LoginUser_Data : MethodStart
INFO  2021-10-05 16:03:15,841 LoginDataService::? - Get_LoginUser_Data : MethodFinish
INFO  2021-10-05 16:03:15,847 LoginDataService::? - Get_LoginUserPermission_Data : MethodStart
INFO  2021-10-05 16:03:16,001 LoginDataService::? - Get_LoginUserPermission_Data : MethodFinish
INFO  2021-10-05 16:03:16,008 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodStart
INFO  2021-10-05 16:03:16,130 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodFinish
INFO  2021-10-05 16:14:34,590 LoginDataService::? - Get_LoginUser_Data : MethodStart
INFO  2021-10-05 16:14:36,022 LoginDataService::? - Get_LoginUser_Data : MethodFinish
INFO  2021-10-05 16:14:36,030 LoginDataService::? - Get_LoginUserPermission_Data : MethodStart
INFO  2021-10-05 16:14:36,179 LoginDataService::? - Get_LoginUserPermission_Data : MethodFinish
INFO  2021-10-05 16:14:36,187 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodStart
INFO  2021-10-05 16:14:36,328 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodFinish
INFO  2021-10-05 16:19:31,203 LoginDataService::? - Get_LoginUser_Data : MethodStart
INFO  2021-10-05 16:19:32,508 LoginDataService::? - Get_LoginUser_Data : MethodFinish
INFO  2021-10-05 16:19:32,514 LoginDataService::? - Get_LoginUserPermission_Data : MethodStart
INFO  2021-10-05 16:19:32,645 LoginDataService::? - Get_LoginUserPermission_Data : MethodFinish
INFO  2021-10-05 16:19:32,651 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodStart
INFO  2021-10-05 16:19:32,783 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodFinish
INFO  2021-10-05 16:36:30,221 LoginDataService::? - Get_LoginUser_Data : MethodStart
INFO  2021-10-05 16:36:31,702 LoginDataService::? - Get_LoginUser_Data : MethodFinish
INFO  2021-10-05 16:36:31,707 LoginDataService::? - Get_LoginUserPermission_Data : MethodStart
INFO  2021-10-05 16:36:31,839 LoginDataService::? - Get_LoginUserPermission_Data : MethodFinish
INFO  2021-10-05 16:36:31,846 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodStart
INFO  2021-10-05 16:36:31,972 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodFinish
INFO  2021-10-05 16:55:34,931 LoginDataService::? - Get_LoginUser_Data : MethodStart
INFO  2021-10-05 16:55:36,194 LoginDataService::? - Get_LoginUser_Data : MethodFinish
INFO  2021-10-05 16:55:36,201 LoginDataService::? - Get_LoginUserPermission_Data : MethodStart
INFO  2021-10-05 16:55:36,361 LoginDataService::? - Get_LoginUserPermission_Data : MethodFinish
INFO  2021-10-05 16:55:36,376 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodStart
INFO  2021-10-05 16:55:36,533 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodFinish
INFO  2021-10-05 16:58:21,968 LoginDataService::? - Get_LoginUser_Data : MethodStart
INFO  2021-10-05 16:58:23,756 LoginDataService::? - Get_LoginUser_Data : MethodFinish
INFO  2021-10-05 16:58:23,766 LoginDataService::? - Get_LoginUserPermission_Data : MethodStart
INFO  2021-10-05 16:58:23,890 LoginDataService::? - Get_LoginUserPermission_Data : MethodFinish
INFO  2021-10-05 16:58:23,898 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodStart
INFO  2021-10-05 16:58:24,037 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodFinish
INFO  2021-10-05 17:01:37,743 LoginDataService::? - Get_LoginUser_Data : MethodStart
INFO  2021-10-05 17:01:39,580 LoginDataService::? - Get_LoginUser_Data : MethodFinish
INFO  2021-10-05 17:01:39,588 LoginDataService::? - Get_LoginUserPermission_Data : MethodStart
INFO  2021-10-05 17:01:39,755 LoginDataService::? - Get_LoginUserPermission_Data : MethodFinish
INFO  2021-10-05 17:01:39,770 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodStart
INFO  2021-10-05 17:01:40,024 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodFinish
INFO  2021-10-05 17:13:12,747 LoginDataService::? - Get_LoginUser_Data : MethodStart
INFO  2021-10-05 17:13:14,046 LoginDataService::? - Get_LoginUser_Data : MethodFinish
INFO  2021-10-05 17:13:14,054 LoginDataService::? - Get_LoginUserPermission_Data : MethodStart
INFO  2021-10-05 17:13:14,194 LoginDataService::? - Get_LoginUserPermission_Data : MethodFinish
INFO  2021-10-05 17:13:14,200 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodStart
INFO  2021-10-05 17:13:14,331 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodFinish
INFO  2021-10-05 17:19:06,169 LoginDataService::? - Get_LoginUser_Data : MethodStart
INFO  2021-10-05 17:19:07,932 LoginDataService::? - Get_LoginUser_Data : MethodFinish
INFO  2021-10-05 17:19:07,939 LoginDataService::? - Get_LoginUserPermission_Data : MethodStart
INFO  2021-10-05 17:19:08,132 LoginDataService::? - Get_LoginUserPermission_Data : MethodFinish
INFO  2021-10-05 17:19:08,140 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodStart
INFO  2021-10-05 17:19:08,274 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodFinish
INFO  2021-10-05 17:32:44,615 LoginDataService::? - Get_LoginUser_Data : MethodStart
INFO  2021-10-05 17:32:45,946 LoginDataService::? - Get_LoginUser_Data : MethodFinish
INFO  2021-10-05 17:32:45,954 LoginDataService::? - Get_LoginUserPermission_Data : MethodStart
INFO  2021-10-05 17:32:46,092 LoginDataService::? - Get_LoginUserPermission_Data : MethodFinish
INFO  2021-10-05 17:32:46,099 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodStart
INFO  2021-10-05 17:32:46,260 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodFinish
