INFO  2021-09-27 11:04:29,821 LoginDataService::? - Get_LoginUser_Data : MethodStart
INFO  2021-09-27 11:04:32,716 LoginDataService::? - Get_LoginUser_Data : MethodFinish
INFO  2021-09-27 11:04:32,719 LoginDataService::? - Get_LoginUserPermission_Data : MethodStart
INFO  2021-09-27 11:04:32,806 LoginDataService::? - Get_LoginUserPermission_Data : MethodFinish
INFO  2021-09-27 11:04:32,817 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodStart
INFO  2021-09-27 11:04:32,897 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodFinish
INFO  2021-09-27 11:17:48,070 LoginDataService::? - Get_LoginUser_Data : MethodStart
INFO  2021-09-27 11:17:50,510 LoginDataService::? - Get_LoginUser_Data : MethodFinish
INFO  2021-09-27 11:17:50,513 LoginDataService::? - Get_LoginUserPermission_Data : MethodStart
INFO  2021-09-27 11:17:50,556 LoginDataService::? - Get_LoginUserPermission_Data : MethodFinish
INFO  2021-09-27 11:17:50,564 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodStart
INFO  2021-09-27 11:17:50,615 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodFinish
INFO  2021-09-27 11:37:28,291 LoginDataService::? - Get_LoginUser_Data : MethodStart
INFO  2021-09-27 11:37:31,097 LoginDataService::? - Get_LoginUser_Data : MethodFinish
INFO  2021-09-27 11:37:31,107 LoginDataService::? - Get_LoginUserPermission_Data : MethodStart
INFO  2021-09-27 11:37:31,193 LoginDataService::? - Get_LoginUserPermission_Data : MethodFinish
INFO  2021-09-27 11:37:31,208 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodStart
INFO  2021-09-27 11:37:31,290 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodFinish
INFO  2021-09-27 13:10:40,811 LoginDataService::? - Get_LoginUser_Data : MethodStart
INFO  2021-09-27 13:10:42,760 LoginDataService::? - Get_LoginUser_Data : MethodFinish
INFO  2021-09-27 13:10:42,770 LoginDataService::? - Get_LoginUserPermission_Data : MethodStart
INFO  2021-09-27 13:10:42,837 LoginDataService::? - Get_LoginUserPermission_Data : MethodFinish
INFO  2021-09-27 13:10:42,846 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodStart
INFO  2021-09-27 13:10:42,904 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodFinish
INFO  2021-09-27 13:29:43,082 LoginDataService::? - Get_LoginUser_Data : MethodStart
INFO  2021-09-27 13:29:45,113 LoginDataService::? - Get_LoginUser_Data : MethodFinish
INFO  2021-09-27 13:29:45,122 LoginDataService::? - Get_LoginUserPermission_Data : MethodStart
INFO  2021-09-27 13:29:45,172 LoginDataService::? - Get_LoginUserPermission_Data : MethodFinish
INFO  2021-09-27 13:29:45,182 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodStart
INFO  2021-09-27 13:29:45,234 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodFinish
INFO  2021-09-27 13:34:13,022 LoginDataService::? - Get_LoginUser_Data : MethodStart
INFO  2021-09-27 13:34:15,057 LoginDataService::? - Get_LoginUser_Data : MethodFinish
INFO  2021-09-27 13:34:15,061 LoginDataService::? - Get_LoginUserPermission_Data : MethodStart
INFO  2021-09-27 13:34:15,097 LoginDataService::? - Get_LoginUserPermission_Data : MethodFinish
INFO  2021-09-27 13:34:15,108 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodStart
INFO  2021-09-27 13:34:15,158 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodFinish
INFO  2021-09-27 16:32:07,127 LoginDataService::? - Get_LoginUser_Data : MethodStart
INFO  2021-09-27 16:32:08,163 LoginDataService::? - Get_LoginUser_Data : MethodFinish
INFO  2021-09-27 16:32:08,168 LoginDataService::? - Get_LoginUserPermission_Data : MethodStart
INFO  2021-09-27 16:32:08,199 LoginDataService::? - Get_LoginUserPermission_Data : MethodFinish
INFO  2021-09-27 16:32:08,205 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodStart
INFO  2021-09-27 16:32:08,240 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodFinish
INFO  2021-09-27 16:54:00,724 LoginDataService::? - Get_LoginUser_Data : MethodStart
INFO  2021-09-27 16:54:01,642 LoginDataService::? - Get_LoginUser_Data : MethodFinish
INFO  2021-09-27 16:54:01,648 LoginDataService::? - Get_LoginUserPermission_Data : MethodStart
INFO  2021-09-27 16:54:01,674 LoginDataService::? - Get_LoginUserPermission_Data : MethodFinish
INFO  2021-09-27 16:54:01,680 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodStart
INFO  2021-09-27 16:54:01,711 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodFinish
INFO  2021-09-27 17:02:07,344 LoginDataService::? - Get_LoginUser_Data : MethodStart
INFO  2021-09-27 17:02:08,218 LoginDataService::? - Get_LoginUser_Data : MethodFinish
INFO  2021-09-27 17:02:08,224 LoginDataService::? - Get_LoginUserPermission_Data : MethodStart
INFO  2021-09-27 17:02:08,249 LoginDataService::? - Get_LoginUserPermission_Data : MethodFinish
INFO  2021-09-27 17:02:08,256 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodStart
INFO  2021-09-27 17:02:08,284 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodFinish
INFO  2021-09-27 17:09:06,752 LoginDataService::? - Set_LogoutUser_Data : MethodStart
INFO  2021-09-27 17:09:06,784 LoginDataService::? - Set_LogoutUser_Data : MethodFinish
INFO  2021-09-27 17:09:38,553 LoginDataService::? - Get_LoginUser_Data : MethodStart
INFO  2021-09-27 17:09:38,598 LoginDataService::? - Get_LoginUser_Data : MethodFinish
INFO  2021-09-27 17:09:38,604 LoginDataService::? - Get_LoginUserPermission_Data : MethodStart
INFO  2021-09-27 17:09:38,617 LoginDataService::? - Get_LoginUserPermission_Data : MethodFinish
INFO  2021-09-27 17:09:38,622 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodStart
INFO  2021-09-27 17:09:38,633 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodFinish
INFO  2021-09-27 17:09:53,697 LoginDataService::? - Set_LogoutUser_Data : MethodStart
INFO  2021-09-27 17:09:53,724 LoginDataService::? - Set_LogoutUser_Data : MethodFinish
INFO  2021-09-27 17:09:58,235 LoginDataService::? - Get_LoginUser_Data : MethodStart
INFO  2021-09-27 17:09:58,248 LoginDataService::? - Get_LoginUser_Data : MethodFinish
INFO  2021-09-27 17:09:58,253 LoginDataService::? - Get_LoginUserPermission_Data : MethodStart
INFO  2021-09-27 17:09:58,265 LoginDataService::? - Get_LoginUserPermission_Data : MethodFinish
INFO  2021-09-27 17:09:58,271 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodStart
INFO  2021-09-27 17:09:58,281 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodFinish
INFO  2021-09-27 17:10:28,110 LoginDataService::? - Set_LogoutUser_Data : MethodStart
INFO  2021-09-27 17:10:28,130 LoginDataService::? - Set_LogoutUser_Data : MethodFinish
INFO  2021-09-27 17:10:31,259 LoginDataService::? - Get_LoginUser_Data : MethodStart
INFO  2021-09-27 17:10:31,268 LoginDataService::? - Get_LoginUser_Data : MethodFinish
INFO  2021-09-27 17:10:31,272 LoginDataService::? - Get_LoginUserPermission_Data : MethodStart
INFO  2021-09-27 17:10:31,278 LoginDataService::? - Get_LoginUserPermission_Data : MethodFinish
INFO  2021-09-27 17:10:31,283 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodStart
INFO  2021-09-27 17:10:31,293 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodFinish
INFO  2021-09-27 17:12:48,959 LoginDataService::? - Get_LoginUser_Data : MethodStart
INFO  2021-09-27 17:12:49,893 LoginDataService::? - Get_LoginUser_Data : MethodFinish
INFO  2021-09-27 17:12:49,899 LoginDataService::? - Get_LoginUserPermission_Data : MethodStart
INFO  2021-09-27 17:12:49,918 LoginDataService::? - Get_LoginUserPermission_Data : MethodFinish
INFO  2021-09-27 17:12:49,925 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodStart
INFO  2021-09-27 17:12:49,950 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodFinish
INFO  2021-09-27 17:13:16,257 LoginDataService::? - Set_LogoutUser_Data : MethodStart
INFO  2021-09-27 17:13:16,297 LoginDataService::? - Set_LogoutUser_Data : MethodFinish
INFO  2021-09-27 17:13:18,681 LoginDataService::? - Get_LoginUser_Data : MethodStart
INFO  2021-09-27 17:13:18,727 LoginDataService::? - Get_LoginUser_Data : MethodFinish
INFO  2021-09-27 17:13:18,732 LoginDataService::? - Get_LoginUserPermission_Data : MethodStart
INFO  2021-09-27 17:13:18,744 LoginDataService::? - Get_LoginUserPermission_Data : MethodFinish
INFO  2021-09-27 17:13:18,750 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodStart
INFO  2021-09-27 17:13:18,761 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodFinish
INFO  2021-09-27 17:15:09,384 LoginDataService::? - Set_LogoutUser_Data : MethodStart
INFO  2021-09-27 17:15:09,399 LoginDataService::? - Set_LogoutUser_Data : MethodFinish
INFO  2021-09-27 17:37:20,123 LoginDataService::? - Get_LoginUser_Data : MethodStart
INFO  2021-09-27 17:37:21,025 LoginDataService::? - Get_LoginUser_Data : MethodFinish
INFO  2021-09-27 17:37:21,031 LoginDataService::? - Get_LoginUserPermission_Data : MethodStart
INFO  2021-09-27 17:37:21,057 LoginDataService::? - Get_LoginUserPermission_Data : MethodFinish
INFO  2021-09-27 17:37:21,062 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodStart
INFO  2021-09-27 17:37:21,090 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodFinish
INFO  2021-09-27 17:50:57,991 LoginDataService::? - Get_LoginUser_Data : MethodStart
INFO  2021-09-27 17:50:58,845 LoginDataService::? - Get_LoginUser_Data : MethodFinish
INFO  2021-09-27 17:50:58,850 LoginDataService::? - Get_LoginUserPermission_Data : MethodStart
INFO  2021-09-27 17:50:58,876 LoginDataService::? - Get_LoginUserPermission_Data : MethodFinish
INFO  2021-09-27 17:50:58,883 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodStart
INFO  2021-09-27 17:50:58,911 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodFinish
INFO  2021-09-27 18:15:42,353 LoginDataService::? - Get_LoginUser_Data : MethodStart
INFO  2021-09-27 18:15:44,438 LoginDataService::? - Get_LoginUser_Data : MethodFinish
INFO  2021-09-27 18:15:44,442 LoginDataService::? - Get_LoginUserPermission_Data : MethodStart
INFO  2021-09-27 18:15:44,486 LoginDataService::? - Get_LoginUserPermission_Data : MethodFinish
INFO  2021-09-27 18:15:44,495 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodStart
INFO  2021-09-27 18:15:44,558 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodFinish
INFO  2021-09-27 19:10:35,140 LoginDataService::? - Get_LoginUser_Data : MethodStart
INFO  2021-09-27 19:10:36,964 LoginDataService::? - Get_LoginUser_Data : MethodFinish
INFO  2021-09-27 19:10:36,973 LoginDataService::? - Get_LoginUserPermission_Data : MethodStart
INFO  2021-09-27 19:10:37,020 LoginDataService::? - Get_LoginUserPermission_Data : MethodFinish
INFO  2021-09-27 19:10:37,044 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodStart
INFO  2021-09-27 19:10:37,110 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodFinish
INFO  2021-09-27 19:28:46,803 LoginDataService::? - Get_LoginUser_Data : MethodStart
INFO  2021-09-27 19:28:48,221 LoginDataService::? - Get_LoginUser_Data : MethodFinish
INFO  2021-09-27 19:28:48,242 LoginDataService::? - Get_LoginUserPermission_Data : MethodStart
INFO  2021-09-27 19:28:48,312 LoginDataService::? - Get_LoginUserPermission_Data : MethodFinish
INFO  2021-09-27 19:28:48,325 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodStart
INFO  2021-09-27 19:28:48,368 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodFinish
INFO  2021-09-27 19:43:00,171 LoginDataService::? - Get_LoginUser_Data : MethodStart
INFO  2021-09-27 19:43:01,970 LoginDataService::? - Get_LoginUser_Data : MethodFinish
INFO  2021-09-27 19:43:01,982 LoginDataService::? - Get_LoginUserPermission_Data : MethodStart
INFO  2021-09-27 19:43:02,019 LoginDataService::? - Get_LoginUserPermission_Data : MethodFinish
INFO  2021-09-27 19:43:02,031 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodStart
INFO  2021-09-27 19:43:02,070 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodFinish
