INFO  2021-08-02 09:28:42,184 LoginDataService::? - Get_LoginUser_Data : MethodStart
INFO  2021-08-02 09:28:43,206 LoginDataService::? - Get_LoginUser_Data : MethodFinish
INFO  2021-08-02 09:28:43,207 LoginDataService::? - Get_LoginUserPermission_Data : MethodStart
INFO  2021-08-02 09:28:43,262 LoginDataService::? - Get_LoginUserPermission_Data : MethodFinish
INFO  2021-08-02 09:28:43,264 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodStart
INFO  2021-08-02 09:28:43,297 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodFinish
INFO  2021-08-02 13:08:50,341 LoginDataService::? - Get_LoginUser_Data : MethodStart
INFO  2021-08-02 13:08:51,293 LoginDataService::? - Get_LoginUser_Data : MethodFinish
INFO  2021-08-02 13:08:51,295 LoginDataService::? - Get_LoginUserPermission_Data : MethodStart
INFO  2021-08-02 13:08:51,329 LoginDataService::? - Get_LoginUserPermission_Data : MethodFinish
INFO  2021-08-02 13:08:51,331 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodStart
INFO  2021-08-02 13:08:51,355 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodFinish
INFO  2021-08-02 14:34:04,633 LoginDataService::? - Get_LoginUser_Data : MethodStart
INFO  2021-08-02 14:34:05,585 LoginDataService::? - Get_LoginUser_Data : MethodFinish
INFO  2021-08-02 14:34:05,586 LoginDataService::? - Get_LoginUserPermission_Data : MethodStart
INFO  2021-08-02 14:34:05,611 LoginDataService::? - Get_LoginUserPermission_Data : MethodFinish
INFO  2021-08-02 14:34:05,613 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodStart
INFO  2021-08-02 14:34:05,638 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodFinish
