INFO  2021-08-20 13:46:29,781 LoginDataService::? - Get_LoginUser_Data : MethodStart
INFO  2021-08-20 13:46:33,045 LoginDataService::? - Get_LoginUser_Data : MethodFinish
INFO  2021-08-20 13:46:33,048 LoginDataService::? - Get_LoginUserPermission_Data : MethodStart
INFO  2021-08-20 13:46:33,206 LoginDataService::? - Get_LoginUserPermission_Data : MethodFinish
INFO  2021-08-20 13:46:33,209 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodStart
INFO  2021-08-20 13:46:33,367 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodFinish
INFO  2021-08-20 15:33:52,922 LoginDataService::? - Get_LoginUser_Data : MethodStart
INFO  2021-08-20 15:33:55,670 LoginDataService::? - Get_LoginUser_Data : MethodFinish
INFO  2021-08-20 15:33:55,672 LoginDataService::? - Get_LoginUserPermission_Data : MethodStart
INFO  2021-08-20 15:33:55,803 LoginDataService::? - Get_LoginUserPermission_Data : MethodFinish
INFO  2021-08-20 15:33:55,805 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodStart
INFO  2021-08-20 15:33:55,949 LoginDataService::? - Get_LoginUserRolePermission_Data : MethodFinish
