INFO  2022-01-06 13:51:39,549 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2022-01-06 13:51:40,792 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2022-01-06 13:51:40,856 RoleDataService::? - Get_Role_List : MethodStart
INFO  2022-01-06 13:51:41,131 RoleDataService::? - Get_Role_List : MethodFinish
INFO  2022-01-06 13:52:05,693 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2022-01-06 13:52:05,827 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2022-01-06 13:52:05,871 RoleDataService::? - Get_Role_List : MethodStart
INFO  2022-01-06 13:52:05,960 RoleDataService::? - Get_Role_List : MethodFinish
INFO  2022-01-06 13:54:17,272 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2022-01-06 13:54:17,375 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2022-01-06 13:54:17,459 RoleDataService::? - Get_Role_List : MethodStart
INFO  2022-01-06 13:54:17,570 RoleDataService::? - Get_Role_List : MethodFinish
INFO  2022-01-06 13:54:30,071 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2022-01-06 13:54:30,182 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2022-01-06 13:54:30,229 RoleDataService::? - Get_Role_List : MethodStart
INFO  2022-01-06 13:54:30,323 RoleDataService::? - Get_Role_List : MethodFinish
INFO  2022-01-06 13:54:39,279 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2022-01-06 13:54:39,384 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2022-01-06 13:54:39,420 RoleDataService::? - Get_Role_List : MethodStart
INFO  2022-01-06 13:54:39,511 RoleDataService::? - Get_Role_List : MethodFinish
