INFO  2021-07-23 13:18:33,958 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2021-07-23 13:18:34,911 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2021-07-23 13:18:34,973 RoleDataService::? - Get_Role_List : MethodStart
INFO  2021-07-23 13:18:35,021 RoleDataService::? - Get_Role_List : MethodFinish
INFO  2021-07-23 13:20:44,366 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2021-07-23 13:20:44,407 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2021-07-23 13:21:03,994 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2021-07-23 13:21:04,004 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2021-07-23 13:21:06,254 HospitalDataService::? - Get_TCHospital_List : MethodStart
INFO  2021-07-23 13:21:06,450 HospitalDataService::? - Get_TCHospital_List : MethodFinish
INFO  2021-07-23 13:21:15,857 ProvinceDataService::? - Get_Province_List : MethodStart
INFO  2021-07-23 13:21:15,869 ProvinceDataService::? - Get_Province_List : MethodFinish
INFO  2021-07-23 13:21:46,116 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2021-07-23 13:21:46,131 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2021-07-23 13:21:52,556 HospitalDataService::? - Get_TCHospital_List : MethodStart
INFO  2021-07-23 13:21:52,600 HospitalDataService::? - Get_TCHospital_List : MethodFinish
INFO  2021-07-23 13:22:59,170 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2021-07-23 13:22:59,187 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2021-07-23 13:22:59,211 RoleDataService::? - Get_Role_List : MethodStart
INFO  2021-07-23 13:22:59,218 RoleDataService::? - Get_Role_List : MethodFinish
INFO  2021-07-23 13:23:02,805 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2021-07-23 13:23:02,809 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2021-07-23 13:43:18,025 ParameterService::? - Get_Parameter_List : MethodStart
INFO  2021-07-23 13:43:18,073 ParameterService::? - Get_Parameter_List : MethodFinish
INFO  2021-07-23 13:51:19,691 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2021-07-23 13:51:19,720 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2021-07-23 13:51:19,745 RoleDataService::? - Get_Role_List : MethodStart
INFO  2021-07-23 13:51:19,755 RoleDataService::? - Get_Role_List : MethodFinish
INFO  2021-07-23 13:51:21,886 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2021-07-23 13:51:21,891 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2021-07-23 13:51:58,043 ParameterService::? - Get_Parameter_List : MethodStart
INFO  2021-07-23 13:51:58,053 ParameterService::? - Get_Parameter_List : MethodFinish
INFO  2021-07-23 13:53:02,083 ParameterService::? - Get_Parameter_List : MethodStart
INFO  2021-07-23 13:53:02,100 ParameterService::? - Get_Parameter_List : MethodFinish
