INFO  2021-08-10 08:58:37,392 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2021-08-10 08:58:39,570 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2021-08-10 08:58:39,683 RoleDataService::? - Get_Role_List : MethodStart
INFO  2021-08-10 08:58:39,758 RoleDataService::? - Get_Role_List : MethodFinish
INFO  2021-08-10 09:51:04,681 ProvinceDataService::? - Get_Province_List : MethodStart
INFO  2021-08-10 09:51:05,801 ProvinceDataService::? - Get_Province_List : MethodFinish
INFO  2021-08-10 09:55:32,672 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2021-08-10 09:55:32,726 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2021-08-10 09:55:32,771 RoleDataService::? - Get_Role_List : MethodStart
INFO  2021-08-10 09:55:32,855 RoleDataService::? - Get_Role_List : MethodFinish
INFO  2021-08-10 09:55:51,153 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2021-08-10 09:55:51,172 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2021-08-10 09:55:51,235 ParameterService::? - Get_Parameter_List : MethodStart
INFO  2021-08-10 09:55:51,267 ParameterService::? - Get_Parameter_List : MethodFinish
INFO  2021-08-10 09:58:29,527 ProvinceDataService::? - Get_Province_List : MethodStart
INFO  2021-08-10 09:58:29,552 ProvinceDataService::? - Get_Province_List : MethodFinish
INFO  2021-08-10 09:59:56,389 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2021-08-10 09:59:56,415 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2021-08-10 10:00:14,904 HospitalDataService::? - Get_Hospital_List : MethodStart
INFO  2021-08-10 10:00:14,932 HospitalDataService::? - Get_Hospital_List : MethodFinish
INFO  2021-08-10 10:00:30,586 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2021-08-10 10:00:30,606 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2021-08-10 10:00:30,655 RoleDataService::? - Get_Role_List : MethodStart
INFO  2021-08-10 10:00:30,663 RoleDataService::? - Get_Role_List : MethodFinish
INFO  2021-08-10 10:01:00,685 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2021-08-10 10:01:00,701 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2021-08-10 10:01:00,750 RoleDataService::? - Get_Role_List : MethodStart
INFO  2021-08-10 10:01:00,759 RoleDataService::? - Get_Role_List : MethodFinish
INFO  2021-08-10 10:01:12,929 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2021-08-10 10:01:12,940 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2021-08-10 10:04:06,946 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2021-08-10 10:04:06,959 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2021-08-10 10:04:07,007 RoleDataService::? - Get_Role_List : MethodStart
INFO  2021-08-10 10:04:07,023 RoleDataService::? - Get_Role_List : MethodFinish
INFO  2021-08-10 10:12:57,479 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2021-08-10 10:12:57,498 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2021-08-10 10:15:07,592 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2021-08-10 10:15:07,613 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2021-08-10 10:15:07,649 ParameterService::? - Get_Parameter_List : MethodStart
INFO  2021-08-10 10:15:07,660 ParameterService::? - Get_Parameter_List : MethodFinish
INFO  2021-08-10 10:15:55,490 ParameterService::? - Get_Parameter_List : MethodStart
INFO  2021-08-10 10:15:55,510 ParameterService::? - Get_Parameter_List : MethodFinish
INFO  2021-08-10 10:15:55,581 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2021-08-10 10:15:55,592 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2021-08-10 10:16:53,644 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2021-08-10 10:16:53,663 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2021-08-10 10:16:53,706 ParameterService::? - Get_Parameter_List : MethodStart
INFO  2021-08-10 10:16:53,715 ParameterService::? - Get_Parameter_List : MethodFinish
INFO  2021-08-10 10:19:52,479 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2021-08-10 10:19:52,522 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2021-08-10 10:19:52,563 ParameterService::? - Get_Parameter_List : MethodStart
INFO  2021-08-10 10:19:52,578 ParameterService::? - Get_Parameter_List : MethodFinish
INFO  2021-08-10 10:19:56,896 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2021-08-10 10:19:56,902 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2021-08-10 10:20:56,610 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2021-08-10 10:20:56,624 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2021-08-10 10:21:40,265 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2021-08-10 10:21:40,277 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2021-08-10 10:21:50,762 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2021-08-10 10:21:50,769 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2021-08-10 10:23:48,642 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2021-08-10 10:23:48,655 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2021-08-10 10:23:48,682 RoleDataService::? - Get_Role_List : MethodStart
INFO  2021-08-10 10:23:48,703 RoleDataService::? - Get_Role_List : MethodFinish
INFO  2021-08-10 10:27:51,734 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2021-08-10 10:27:51,756 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2021-08-10 10:27:51,793 RoleDataService::? - Get_Role_List : MethodStart
INFO  2021-08-10 10:27:51,813 RoleDataService::? - Get_Role_List : MethodFinish
INFO  2021-08-10 10:29:00,691 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2021-08-10 10:29:00,701 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2021-08-10 10:29:00,731 RoleDataService::? - Get_Role_List : MethodStart
INFO  2021-08-10 10:29:00,743 RoleDataService::? - Get_Role_List : MethodFinish
