INFO  2023-04-17 13:32:51,170 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2023-04-17 13:32:52,377 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2023-04-17 13:32:52,438 RoleDataService::? - Get_Role_List : MethodStart
INFO  2023-04-17 13:32:52,675 RoleDataService::? - Get_Role_List : MethodFinish
INFO  2023-04-17 13:33:30,380 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2023-04-17 13:33:30,522 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2023-04-17 13:33:30,564 RoleDataService::? - Get_Role_List : MethodStart
INFO  2023-04-17 13:33:30,652 RoleDataService::? - Get_Role_List : MethodFinish
INFO  2023-04-17 13:38:08,889 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2023-04-17 13:38:10,029 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2023-04-17 13:38:10,101 RoleDataService::? - Get_Role_List : MethodStart
INFO  2023-04-17 13:38:10,363 RoleDataService::? - Get_Role_List : MethodFinish
INFO  2023-04-17 13:55:34,353 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2023-04-17 13:55:35,426 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2023-04-17 13:55:35,489 RoleDataService::? - Get_Role_List : MethodStart
INFO  2023-04-17 13:55:35,752 RoleDataService::? - Get_Role_List : MethodFinish
INFO  2023-04-17 14:01:24,561 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2023-04-17 14:01:25,655 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2023-04-17 14:01:25,712 RoleDataService::? - Get_Role_List : MethodStart
INFO  2023-04-17 14:01:25,960 RoleDataService::? - Get_Role_List : MethodFinish
INFO  2023-04-17 14:07:44,135 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2023-04-17 14:07:45,187 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2023-04-17 14:07:45,258 RoleDataService::? - Get_Role_List : MethodStart
INFO  2023-04-17 14:07:45,521 RoleDataService::? - Get_Role_List : MethodFinish
INFO  2023-04-17 14:16:55,700 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2023-04-17 14:16:56,005 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2023-04-17 14:16:56,037 RoleDataService::? - Get_Role_List : MethodStart
INFO  2023-04-17 14:16:56,262 RoleDataService::? - Get_Role_List : MethodFinish
