INFO  2022-11-28 17:51:05,030 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2022-11-28 17:51:06,451 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2022-11-28 17:53:48,835 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2022-11-28 17:53:48,976 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2022-11-28 17:53:49,059 RoleDataService::? - Get_Role_List : MethodStart
INFO  2022-11-28 17:53:49,504 RoleDataService::? - Get_Role_List : MethodFinish
INFO  2022-11-28 17:54:25,735 ProvinceDataService::? - Get_Province_List : MethodStart
INFO  2022-11-28 17:54:25,860 ProvinceDataService::? - Get_Province_List : MethodFinish
INFO  2022-11-28 17:55:30,350 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2022-11-28 17:55:30,466 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2022-11-28 17:55:32,558 HospitalDataService::? - Get_TCHospital_List : MethodStart
INFO  2022-11-28 17:55:32,706 HospitalDataService::? - Get_TCHospital_List : MethodFinish
INFO  2022-11-28 17:56:15,032 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2022-11-28 17:56:15,146 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2022-11-28 17:56:15,222 RoleDataService::? - Get_Role_List : MethodStart
INFO  2022-11-28 17:56:15,331 RoleDataService::? - Get_Role_List : MethodFinish
INFO  2022-11-28 17:56:35,260 ParameterService::? - Get_Parameter_List : MethodStart
INFO  2022-11-28 17:56:35,402 ParameterService::? - Get_Parameter_List : MethodFinish
INFO  2022-11-28 17:56:43,553 ParameterService::? - Get_Parameter_List : MethodStart
INFO  2022-11-28 17:56:43,666 ParameterService::? - Get_Parameter_List : MethodFinish
INFO  2022-11-28 17:59:07,314 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2022-11-28 17:59:07,422 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2022-11-28 17:59:07,529 RoleDataService::? - Get_Role_List : MethodStart
INFO  2022-11-28 17:59:07,636 RoleDataService::? - Get_Role_List : MethodFinish
INFO  2022-11-28 17:59:34,649 ParameterService::? - Get_Parameter_List : MethodStart
INFO  2022-11-28 17:59:34,757 ParameterService::? - Get_Parameter_List : MethodFinish
INFO  2022-11-28 17:59:35,219 ParameterService::? - Get_Parameter_List : MethodStart
INFO  2022-11-28 17:59:35,326 ParameterService::? - Get_Parameter_List : MethodFinish
INFO  2022-11-28 18:00:42,207 ParameterService::? - Get_Parameter_List : MethodStart
INFO  2022-11-28 18:00:42,319 ParameterService::? - Get_Parameter_List : MethodFinish
INFO  2022-11-28 18:00:42,765 ParameterService::? - Get_Parameter_List : MethodStart
INFO  2022-11-28 18:00:42,873 ParameterService::? - Get_Parameter_List : MethodFinish
INFO  2022-11-28 18:02:57,545 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2022-11-28 18:02:57,664 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2022-11-28 18:02:57,719 RoleDataService::? - Get_Role_List : MethodStart
INFO  2022-11-28 18:02:57,825 RoleDataService::? - Get_Role_List : MethodFinish
INFO  2022-11-28 18:03:17,979 ParameterService::? - Get_Parameter_List : MethodStart
INFO  2022-11-28 18:03:18,091 ParameterService::? - Get_Parameter_List : MethodFinish
INFO  2022-11-28 18:03:18,528 ParameterService::? - Get_Parameter_List : MethodStart
INFO  2022-11-28 18:03:18,632 ParameterService::? - Get_Parameter_List : MethodFinish
INFO  2022-11-28 18:04:23,139 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2022-11-28 18:04:23,256 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2022-11-28 18:04:23,330 RoleDataService::? - Get_Role_List : MethodStart
INFO  2022-11-28 18:04:23,435 RoleDataService::? - Get_Role_List : MethodFinish
INFO  2022-11-28 18:04:42,001 ParameterService::? - Get_Parameter_List : MethodStart
INFO  2022-11-28 18:04:42,107 ParameterService::? - Get_Parameter_List : MethodFinish
INFO  2022-11-28 18:04:42,502 ParameterService::? - Get_Parameter_List : MethodStart
INFO  2022-11-28 18:04:42,606 ParameterService::? - Get_Parameter_List : MethodFinish
INFO  2022-11-28 18:06:42,574 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2022-11-28 18:06:42,683 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2022-11-28 18:06:42,762 RoleDataService::? - Get_Role_List : MethodStart
INFO  2022-11-28 18:06:42,868 RoleDataService::? - Get_Role_List : MethodFinish
INFO  2022-11-28 18:10:54,049 ParameterService::? - Get_Parameter_List : MethodStart
INFO  2022-11-28 18:10:54,409 ParameterService::? - Get_Parameter_List : MethodFinish
INFO  2022-11-28 18:10:55,123 ParameterService::? - Get_Parameter_List : MethodStart
INFO  2022-11-28 18:10:55,228 ParameterService::? - Get_Parameter_List : MethodFinish
INFO  2022-11-28 18:59:08,289 ProvinceDataService::? - Get_Province_List : MethodStart
INFO  2022-11-28 18:59:09,913 ProvinceDataService::? - Get_Province_List : MethodFinish
INFO  2022-11-28 19:00:29,312 ProvinceDataService::? - Get_Province_List : MethodStart
INFO  2022-11-28 19:00:29,499 ProvinceDataService::? - Get_Province_List : MethodFinish
INFO  2022-11-28 19:01:21,143 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2022-11-28 19:01:21,348 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2022-11-28 19:01:24,728 HospitalDataService::? - Get_TCHospital_List : MethodStart
INFO  2022-11-28 19:01:24,869 HospitalDataService::? - Get_TCHospital_List : MethodFinish
INFO  2022-11-28 19:01:50,643 LabDataService::? - Get_AllLab_List : MethodStart
INFO  2022-11-28 19:01:50,775 LabDataService::? - Get_AllLab_List : MethodFinish
INFO  2022-11-28 19:01:50,850 RoleDataService::? - Get_Role_List : MethodStart
INFO  2022-11-28 19:01:51,108 RoleDataService::? - Get_Role_List : MethodFinish
INFO  2022-11-28 19:02:24,794 ParameterService::? - Get_Parameter_List : MethodStart
INFO  2022-11-28 19:02:24,927 ParameterService::? - Get_Parameter_List : MethodFinish
INFO  2022-11-28 19:02:32,814 ParameterService::? - Get_Parameter_List : MethodStart
INFO  2022-11-28 19:02:32,931 ParameterService::? - Get_Parameter_List : MethodFinish
